楼盘编号,传不3.0更名 -- 名称,楼盘名称,商户楼盘名称,社区类型,电梯数,单元数,楼栋数,楼盘地址,电梯总数,单元总数,楼栋总数,区县,方位,区位,社区居住规模,入住时间,租金,物业费,现售均价
839,金地花园东区,金地花园 东区,金地花园 东区,高级住宅,2,1,1,少陵东路1号,2,1,1,武侯区,西门,一环至二环,408,2008,40,1.5,24000
840,金地花园西区,金地花园 西区,金地花园 西区,高级住宅,5,4,2,少陵东街1号,5,4,2,武侯区,西门,一环至二环,1500,2008,37,1.5,22000
5585,金地花园东区,金地花园（东区）,金地花园（东区）,高级住宅,2,1,1,少陵东路1号,2,1,1,武侯区,东方,,500,2003,0,0,23185
5584,金地花园西区,金地花园（西区）,金地花园（西区）,高级住宅,5,4,2,少陵东路1号,5,4,2,武侯区,东方,,500,2003,0,0,23185
4744,金地花园东区,金地花园东区,金地花园东区,高级住宅,2,1,1,少陵路东街1号,2,21,5,武侯区,西门,一环至二环,500,2004,31,1.5,18800
,,,金地花园东区,,0,21,5,,,,,,,,,,,,
4743,金地花园西区,金地花园西区别墅区,金地花园西区别墅区,高级住宅,0,3,2,少陵东路1号,0,3,2,武侯区,西门,一环至二环,500,2004,31,1.5,18800
5625,金都花园一期,金都花园,金都花园,高级住宅,22,20,7,蜀汉路526,22,20,7,金牛区,东方,,1022,2003,0,0,15594
1504,金都花园二期,金都花园二期,金都花园二期,普通住宅,23,23,6,蜀汉中路526号,23,23,6,金牛区,西门,二环至三环,333,2003,50,1.2,16000
,,,金都花园小区二期,,23,23,6,,,,,,,,,,,,
1503,金都花园一期,金都花园一期,金都花园一期,普通住宅,22,20,12,蜀汉中路526号,36,35,17,金牛区,西门,二环至三环,333,2003,50,1.2,16000
,,,金都花园,,36,35,17,,,,,,,,,,,,
1886,金都苑,金都苑,金都苑,普通住宅,30,15,1,塞云台西一路47号,30,15,6,金牛区,北门,三环外,1062,2008,50,1.2,13230
,,,金都苑,,30,15,6,,,,,,,,,,,,
,,,金都苑,,30,15,6,,,,,,,,,,,,
2071,金房光辉岁月,金房光辉岁月,金房光辉岁月,普通住宅,2,1,1,青和里北段1号,2,1,1,锦江区,东门,一环内,500,2006,33,1,20580
,,,光辉岁月,,2,1,1,,,,,,,,,,,,
4515,金房星座,金房星座,金房星座,普通住宅,4,2,1,金房苑东路69号,4,2,1,金牛区,西门,二环至三环,272,2004,30,1.6,18400
,,,金房星座,,4,2,1,,,,,,,,,,,,
,,,金房星座,,4,2,1,,,,,,,,,,,,
4423,金房央座,金房央座,金房央座,普通住宅,4,2,2,金房苑横街89号,4,2,2,金牛区,西门,二环至三环,420,2012,30,1.6,19000
,,,金房央座,,4,2,2,,,,,,,,,,,,
,,,金房央座,,4,2,2,,,,,,,,,,,,
3620,金房苑琴园,金房苑琴园,金房苑琴园,普通住宅,3,3,1,金房苑东路26号,3,3,1,金牛区,西门,二环至三环,336,2001,50,0.8,16000
,,,金房苑琴园,,3,3,1,,,,,,,,,,,,
,,,金房苑琴园,,1,1,1,,,,,,,,,,,,
5071,金枫名苑,金枫名苑,,高级住宅,,,,犀浦镇银河北街99号,0,0,0,高新区,西门,三环外,400,2014,30,1.8,16000
3962,金凤阳酒店,金凤阳酒店,金凤阳酒店,商业中心,1,1,1,华丰路66号,0,0,0,金牛区,北门,三环外,500,2000,30,1.3,16200
1887,金府SOHO,金府SOHO,金府SOHO,写字楼,8,1,1,金府路666号,8,1,1,金牛区,北门,二环至三环,810,2012,50,1.6,12240
4002,金府财富中心,金府财富中心,金府财富中心,写字楼,4,1,1,金府路668号,4,1,1,金牛区,北门,二环至三环,583,2014,50,2.5,15300
,,,金府财富中心,,4,1,1,,,,,,,,,,,,
3927,金府灯具城,金府灯具城,金府灯具城,写字楼,1,1,1,金府路501号,1,1,1,金牛区,北门,二环至三环,303,2009,33,2.5,18000
,,,金府灯具城,,1,1,1,,,,,,,,,,,,
3758,金府国际写字楼,金府国际,金府国际,写字楼,7,3,2,金府路799号,7,3,2,金牛区,西门,二环至三环,1400,2012,50,2,14000
,,,金府国际,,7,3,2,,,,,,,,,,,,
6181,金府国际二期,金府国际2期,金府国际2期,写字楼,2,2,2,金府路777号,2,2,2,金牛区,,,2347,2003,0,0,10000
1891,金府国际二期,金府国际二期,金府国际2期,写字楼,2,2,2,金府路777号,2,2,2,金牛区,西门,二环至三环,600,2013,50,2,14000
4244,金府花园,金府花园,金府花园,商住楼,7,3,1,天仙桥北街10号,7,3,1,锦江区,东门,一环内,400,2003,33,1.5,21000
,,,金府花园,,7,3,1,,,,,,,,,,,,
,,,金府花园,,7,3,1,,,,,,,,,,,,
6182,金府路6号院,金府路6号,金府路6号,商住楼,7,7,3,金府路248号,7,7,3,金牛区,,,1320,2003,0,0,18378
1892,金府路6号院,金府路6号院,金府路6号,商住楼,7,7,3,金府路248号,9,9,9,金牛区,西门,二环至三环,391,2006,50,1.6,16400
,,,金府路6号,,9,9,9,,,,,,,,,,,,
3857,金府世家,金府世家,金府世家,普通住宅,10,5,1,洞子口路158号,10,5,1,金牛区,北门,二环至三环,255,2008,50,1.2,12960
,,,成功·金府世家,,10,5,1,,,,,,,,,,,,
,,,金府世家,,10,5,1,,,,,,,,,,,,
3993,金府旺角,金府旺角,金府旺角,写字楼,1,1,1,金府路669号,1,1,1,金牛区,西门,二环至三环,500,2001,50,1.5,14000
,,,金府旺角,,1,1,1,,,,,,,,,,,,
1894,金府五金机电城,金府五金机电城,金府五金机电城,写字楼,2,1,1,金府路777号,2,1,1,金牛区,西门,二环至三环,1655,2004,33,1.6,20000
3923,金府银座,金府银座,金府银座,写字楼,9,3,3,金府路555号,9,3,3,金牛区,西门,二环至三环,497,2008,50,1,13600
,,,金府银座,,9,3,3,,,,,,,,,,,,
4001,金港空中花园,金港空中花园,金港空中花园,商住楼,2,1,1,蜀汉路239号,4,2,2,金牛区,西门,二环至三环,500,2003,50,1.6,16000
,,,金港空中花园,,2,2,1,,,,,,,,,,,,
,,,空中花园,,4,2,2,,,,,,,,,,,,
1506,金港商城,金港商城,金港商城,写字楼,5,2,2,西门乡农寺街59号,5,3,2,金牛区,西门,一环至二环,500,1999,50,1.6,13600
,,,金港商城,,3,3,2,,,,,,,,,,,,
4841,金港湾花园一期,金港湾花园1期,金港湾花园1期,高级住宅,0,9,1,蜀光路17号,0,9,1,金牛区,西门,二环至三环,500,2003,37,0.6,22400
4840,金港湾花园二期,金港湾花园2期,金港湾花园2期,普通住宅,0,27,10,蜀光路16号,0,27,10,金牛区,西门,二环至三环,500,2003,29,0.6,17600
3963,金港湾花园二期,金港湾花园二期,金港湾花园二期,普通住宅,2,2,1,蜀光路16号,2,2,2,金牛区,南门,三环外,400,2006,28,0.6,18480
,,,金港湾花园二期,,2,2,1,,,,,,,,,,,,
,,,金港湾花园二期,,2,2,2,,,,,,,,,,,,
,,,金港湾花园二期,,2,2,1,,,,,,,,,,,,
1897,金港湾商务楼,金港湾商务楼,金港湾商务楼,写字楼,2,1,1,二环路西三段119号,2,1,1,金牛区,西门,一环至二环,443,2005,50,0.6,12600
4887,金港兴城,金港兴城,金港兴城,普通住宅,0,8,1,星辉西路4号,0,8,1,金牛区,北门,一环内,300,2002,50,0.8,17220
4296,金海岸,金海岸,金海岸,商住楼,3,1,1,天仙桥北街2号,3,1,1,锦江区,东门,三环外,497,2002,30,1.5,18900
,,,金海岸,,6,2,2,,,,,,,,,,,,
,,,金海岸大厦,,3,1,1,,,,,,,,,,,,
,,,金海岸,,3,1,1,,,,,,,,,,,,
5881,金河谷四期,金河谷四期,金河谷四期,高级住宅,16,8,6,凤凰北大街18号,16,8,6,温江区,,,959,2009,33,0,10000
5882,金河谷五期,金河谷五期,金河谷五期,高级住宅,34,27,15,凤凰北大街18号,34,27,15,温江区,,,1718,2009,33,0,10000
5880,金河谷一期,金河谷一期,金河谷一期,高级住宅,28,14,6,凤凰北大街18号,28,14,6,温江区,,,1550,2009,33,0,10000
4255,金河苑A区,金河苑,金河苑,商住楼,4,2,1,柿子巷8号,4,2,1,青羊区,北门,一环内,525,2014,30,1.6,25200
,,,金河苑,,4,2,1,,,,,,,,,,,,
,,,金河苑,,4,2,1,,,,,,,,,,,,
5740,金河苑A区,金河苑A区,金河苑A区,普通住宅,33,21,8,公兴街道牧鱼二路288号,33,21,8,天府新区,,,1201,2015,20,0,6000
5741,金河苑B区,金河苑B区,金河苑B区,普通住宅,12,7,3,公兴街道牧鱼二路288号,12,7,3,天府新区,,,437,2015,20,0,6000
3964,金荷名邸,金荷名邸,金荷名邸,普通住宅,10,5,1,解放西路8号,10,5,1,金牛区,北门,一环内,323,2006,31,1.5,19320
,,,金荷名邸,,10,5,1,,,,,,,,,,,,
,,,金荷名邸,,10,5,1,,,,,,,,,,,,
6183,金华公寓,金华公寓,金华公寓,高级住宅,5,2,2,星辉西路12号,5,2,2,金牛区,,,600,2005,0,0,10000
3417,金辉枫尚一期,金辉枫尚,金辉枫尚,普通住宅,24,12,5,果堰路1号,24,12,5,武侯区,西门,二环至三环,867,2014,30,1.6,18000
5292,金辉枫尚二期,金辉枫尚（二期）,金辉枫尚（二期）,高级住宅,12,6,3,果堰路1号,0,0,0,武侯区,南门,二环至三环,628,2016,49,2,26424
5169,,金辉枫尚（一期）,,普通住宅,,,,果堰路1号,0,0,0,武侯区,西门,二环至三环,867,2014,30,1.6,18000
5276,金辉枫尚二期,金辉枫尚二期,金辉枫尚二期,高级住宅,12,6,2,果堰路1号,12,6,2,武侯区,南门,二环至三环,333,2014,52,1.8,34100
5293,金辉枫尚一期,金辉枫尚一期,金辉枫尚一期,高级住宅,12,6,3,果堰路1号,12,6,3,武侯区,南门,二环至三环,628,2016,49,2,26424
,,,金辉枫尚一期,,12,6,2,,,,,,,,,,,,
5928,金辉悦府,金辉悦府,金辉悦府,普通住宅,24,12,12,百草路7号,24,12,12,郫都区,,,1275,2015,20,0,6000
4542,金科天籁城,金科天籁城,金科天籁城,普通住宅,14,14,5,龙潭寺华康路8号,29,21,9,成华区,北门,三环外,700,2014,50,2.1,13860
,,,金科天籁城,,29,21,9,,,,,,,,,,,,
4543,金科一城,金科一城,金科一城,普通住宅,80,40,20,东丽街138号,80,40,20,成华区,北门,二环至三环,900,2012,29,1.9,16020
,,,金科一城,,80,40,20,,,,,,,,,,,,
,,,金科一城,,78,39,20,,,,,,,,,,,,
3371,金科中心写字楼,金科中心,金科中心,写字楼,9,3,3,荆翠西路2号,16,6,6,成华区,东方,,900,2016,50,2.2,14400
,,,金科中心,,16,6,6,,,,,,,,,,,,
,,,金科中心,,16,6,6,,,,,,,,,,,,
,,,金科中心,,9,3,3,,,,,,,,,,,,
4608,金科中心住宅,金科中心住宅,金科中心,普通住宅,29,9,9,川陕立交旁荆翠西路,9,3,3,成华区,北门,二环至三环,900,2016,50,2.2,14400
,,,金科中心,,9,3,3,,,,,,,,,,,,
,,,金科中心,,9,3,3,,,,,,,,,,,,
277,金控时代广场,金控时代广场,金控时代广场,商住楼,8,4,2,天府二街679号,0,0,0,高新区,南门,三环外,500,2015,40,2.3,19800
1519,金林·大城小室,金林·大城小室,金林·大城小室,商住楼,10,5,1,双清中路10号,10,6,3,青羊区,西门,二环至三环,730,2008,31,1.7,18400
,,,金林大城小室,,8,6,3,,,,,,,,,,,,
4069,金林俊景,金林俊景,金林俊景,商住楼,36,20,5,武阳大道338号,36,20,5,武侯区,西门,二环至三环,1818,2010,37,1.9,22400
,,,金林俊景,,36,18,5,,,,,,,,,,,,
4196,金领大厦,金领大厦,金领大厦,商住楼,3,1,1,静渝路5号,3,1,1,锦江区,东门,二环至三环,300,2007,50,0.9,17220
,,,金领大厦,,4,1,1,,,,,,,,,,,,
420,金璐天下,金璐天下,金璐天下,商住楼,6,3,1,茶店子西街36号,6,3,2,金牛区,西门,二环至三环,992,2009,43,1.5,25600
,,,金璐天下,,6,3,2,,,,,,,,,,,,
977,金履国际,金履国际,金履国际,写字楼,3,2,2,武侯大道铁佛段289号,3,2,2,武侯区,西门,二环至三环,700,2011,50,5,30000
5697,金茂.光明城市三期,金茂.光明城市三期,金茂.光明城市三期,高级住宅,29,12,4,华府大道一段996号,29,12,4,高新区,,,2033,2012,33,0,10000
5696,金茂.光明城市一期,金茂.光明城市一期,金茂.光明城市一期,高级住宅,23,10,5,华府大道一段996号,23,10,5,高新区,,,1634,2011,33,0,10000
3688,金茂礼都,金茂礼都,金茂礼都,商住楼,7,2,2,洗面桥18号,7,2,2,武侯区,南门,一环内,299,2005,50,1.5,21000
,,,金茂礼都,,7,4,2,,,,,,,,,,,,
,,,金茂礼都,,7,2,2,,,,,,,,,,,,
6455,,金茂礼都(成都),,商住楼,,,,晋吉南路胜利桥街1号,0,0,0,武侯区,,,880,2002,0,0,14481
4818,金茂苑,金茂苑,,高级住宅,,,,东怡街56号,0,25,9,锦江区,东门,二环至三环,534,2004,36,0.3,23100
4568,金贸大厦,金贸大厦,金贸大厦,商住楼,8,1,1,沙湾路268号,4,1,1,金牛区,北门,一环至二环,758,2009,60,1.6,32400
,,,攀钢金贸大厦,,8,1,1,,,,,,,,,,,,
,,,金贸大厦,,4,1,1,,,,,,,,,,,,
422,金贸大厦,金贸大厦群楼,金贸大厦群楼,商住楼,4,2,1,沙湾路266号,4,2,1,金牛区,北门,一环至二环,500,2010,54,1.6,32400
5694,金楠缤纷,金楠.缤纷,金楠.缤纷,高级住宅,12,4,4,顺兴街369号,12,4,4,武侯区,,,750,2015,50,0,15000
4111,金楠缤纷,金楠缤纷,金楠缤纷,高级住宅,12,4,4,顺和街12号,12,4,4,武侯区,南门,二环至三环,1092,2015,50,1.8,33000
,,,金楠·缤纷,,12,4,4,,,,,,,,,,,,
979,金楠国际,金楠国际,金楠国际,高级住宅,21,18,6,太平园东街,21,18,6,武侯区,东方,,800,2010,50,1.8,33000
,,,金楠国际,,21,18,6,,,,,,,,,,,,
,,,金楠国际,,21,18,6,,,,,,,,,,,,
,,,金楠国际,,17,14,6,,,,,,,,,,,,
5360,金牛花园一期,金牛花园,金牛花园,高级住宅,40,20,7,黄金路222号,40,20,7,金牛区,东方,,400,2008,53,10,16000
1898,金牛花园二期,金牛花园二期,金牛花园二期,普通住宅,14,7,2,黄金路222号,14,7,2,金牛区,西门,三环外,588,2013,28,1.5,17000
6184,金牛花园一期,金牛花园一期,金牛花园一期,高级住宅,28,14,5,黄金路222号,28,14,5,金牛区,,,1525,2003,0,0,17375
3965,金牛区第四人民医院,金牛区第四人民医院,金牛区第四人民医院,商业中心,1,1,1,解放路二段173号,0,0,0,金牛区,北门,一环内,323,2006,31,1.5,19320
3958,金牛区华铁酒店,金牛区华铁酒店,金牛区华铁酒店,商业中心,1,1,1,二环路北三段214-216号,0,0,0,金牛区,北门,一环至二环,576,2008,50,1.2,14220
3947,金牛区人民医院,金牛区人民医院,金牛区人民医院,商业中心,3,2,1,安蓉路6号,0,0,0,金牛区,北门,二环至三环,500,2000,30,1.3,16200
6185,金牛市民中心,金牛市民中心,金牛市民中心,写字楼,2,2,1,一品天下大街999号,2,2,1,金牛区,,,1173,2003,0,0,10932
3621,金牛万达SOHO写字楼,金牛万达SOHO,金牛万达SOHO,写字楼,7,1,1,一环路北三段与人民北路二段交汇处,7,1,1,金牛区,北门,一环内,500,2013,50,1.6,31500
,,,金牛万达SOHO写字楼,,18,3,1,,,,,,,,,,,,
3276,金牛万达商业中心,金牛万达（商业）,金牛万达广场（商业）,商业中心,13,7,1,一环路北三段1号,6,3,1,金牛区,北门,一环内,300,2013,95,1.6,26040
,,,金牛万达步行街商业,,6,3,1,,,,,,,,,,,,
3622,金牛万达广场住宅,金牛万达广场,金牛万达广场,高级住宅,30,10,3,一环路北三段1号,67,25,5,金牛区,北门,一环至二环,1500,2012,41,1.6,22320
,,,金牛万达广场,,30,10,3,,,,,,,,,,,,
,,,金牛万达广场,,67,25,5,,,,,,,,,,,,
6186,金牛万达广场写字楼,金牛万达广场（甲级写字楼）,金牛万达广场（甲级写字楼）,写字楼,36,3,3,人民北路二段188号,36,3,3,金牛区,,,3520,2010,0,0,20000
3623,金牛万达广场写字楼,金牛万达甲级写字楼,金牛万达甲级写字楼,写字楼,3,3,1,人民北路与一环路交汇处,0,0,0,金牛区,北门,一环内,500,2013,50,1.6,31500
1902,金牛万达广场住宅,金牛万达商业广场住宅,金牛万达商业广场住宅,高级住宅,33,11,4,肖家村三巷69号,24,8,2,金牛区,北门,一环至二环,1500,2013,35,1.6,18900
,,,金牛万达住宅D区,,24,8,2,,,,,,,,,,,,
5481,金牛万达广场住宅,金牛万达住宅A区,金牛万达住宅A区,高级住宅,15,5,1,一环路北三段,15,5,1,金牛区,东方,,960,2012,43,1.6,13000
5482,金牛万达广场住宅,金牛万达住宅B区,金牛万达住宅B区,高级住宅,12,4,2,一环路北三段,12,4,2,金牛区,东方,,768,2012,43,1.6,13000
5483,金牛万达广场住宅,金牛万达住宅C区,金牛万达住宅C区,高级住宅,12,4,2,一环路北三段,12,4,2,金牛区,东方,,768,2012,43,1.6,13000
3277,金牛物资大厦,金牛物资大厦,金牛物资大厦,写字楼,1,1,1,沙湾路49号,1,1,1,金牛区,西门,一环至二环,500,1997,50,1.6,20000
,,,金牛物资大厦,,1,1,1,,,,,,,,,,,,
1903,金牛综贸大楼,金牛综贸大楼,金牛综贸大楼,写字楼,2,1,1,二环路西三段181号,0,0,0,金牛区,西门,一环至二环,303,2005,50,1.6,9000
6187,金牛综贸大楼,金牛综贸大楼1,金牛综贸大楼1,写字楼,2,1,1,二环路西三段181号,2,1,1,金牛区,,,1173,2004,0,0,12000
3764,金牛座,金牛座,金牛座,普通住宅,4,4,1,一品天下安蓉路1号,4,4,1,金牛区,北门,二环至三环,500,2004,31,1.2,16560
4398,金鹏苑,金鹏苑,金鹏苑,普通住宅,3,3,1,解放路一段61号,3,3,1,金牛区,北门,一环内,336,2006,50,1.6,9450
,,,金鹏苑,,3,3,1,,,,,,,,,,,,
,,,金鹏苑,,3,3,1,,,,,,,,,,,,
,,,金鹏苑,,0,3,1,,,,,,,,,,,,
,,,金鹏苑,,3,3,1,,,,,,,,,,,,
5866,金强.大学城,金强.大学城,金强.大学城,普通住宅,44,22,6,南熏大道三段855号,44,22,6,温江区,,,2242,2009,20,0,6000
5872,金强.巨龙环岛国际社区,金强.巨龙环岛国际社区,金强.巨龙环岛国际社区,普通住宅,34,17,12,文化路131号,34,17,12,温江区,,,923,2010,20,0,6000
3569,金桥大厦,金桥大厦,金桥大厦,商住楼,1,1,1,金仙桥北路17号,1,1,1,青羊区,北门,一环内,1493,2006,40,1.6,25200
,,,金桥大厦,,1,1,1,,,,,,,,,,,,
,,,金桥大厦,,1,1,1,,,,,,,,,,,,
4957,金融城,金融城,金融城,写字楼,11,1,1,天府大道北段967号,0,0,0,高新区,0,,500,2015,50,6,33000
1905,金色港湾,金色港湾,金色港湾（成都）,商住楼,7,4,3,玉居庵东路1号,7,4,3,金牛区,北门,二环至三环,490,2008,29,1.4,15840
6188,金色港湾,金色港湾（成都）,金色港湾（成都）,商住楼,7,4,3,玉居庵东路1号,7,4,3,金牛区,,,1320,2010,0,0,10295
5221,金色海岸二期,金色海岸二期,金色海岸二期,高级住宅,3,6,1,大面镇金地路189号,0,0,0,锦江区,东方,,500,2008,30,1,9000
5222,金色海岸一期,金色海岸一期,金色海岸一期,高级住宅,6,0,1,大面镇金地路189号,0,0,0,锦江区,东门,三环外,500,2008,30,1,9000
6142,金色海伦,金色海伦,金色海伦,高级住宅,48,46,16,天朗路9号,48,46,16,高新西区,,,7200,2004,0,0,12552
4751,金色花园,金色花园B,,普通住宅,,,,双丰路20号,0,14,5,武侯区,西门,二环至三环,597,2003,28,0.7,17200
6269,金色极地,金色极地（成都）,金色极地（成都）,商住楼,3,1,1,龙都南路4号,3,1,1,龙泉驿区,,,440,2001,0,0,11438
1753,金色起跑线,金色起跑线,金色起跑线,普通住宅,4,2,1,肖家河街192号,4,2,1,高新区,南门,一环至二环,500,2005,28,1.2,18447
6296,金色外滩,金色外滩,金色外滩,高级住宅,5,5,1,一里阳光街5号,5,5,1,郫都区,,,625,2003,0,0,8000
3570,金色夏威夷,金色夏威夷,金色夏威夷,高级住宅,7,3,2,西大街84号,7,3,2,青羊区,北门,一环内,420,2004,32,1.6,20160
,,,金色夏威夷,,7,3,2,,,,,,,,,,,,
,,,蓝光.金色夏威夷,,7,3,1,,,,,,,,,,,,
5760,金色新时代,金色新时代,金色新时代,普通住宅,6,3,1,建材路506号,6,3,1,龙泉驿区,,,204,2015,20,0,6000
4859,金色阳光,金色阳光,,普通住宅,,,,交大路210号,0,16,4,金牛区,北门,二环至三环,260,2003,50,0.6,12600
4275,金沙·柏林郡,金沙.柏林郡,金沙.柏林郡,普通住宅,12,6,3,清波路7号,12,6,3,青羊区,东方,,598,2014,30,2,18000
5641,金沙·柏林郡,金沙柏林郡,金沙柏林郡,商住楼,10,5,3,清波路75号,10,5,3,青羊区,东方,,760,2009,0,0,18693
3218,金沙.大境湾,金沙.大境湾,金沙.大境湾,高级住宅,7,7,2,同怡路159号,7,7,2,金牛区,西门,一环至二环,1100,2013,60,2,36000
,,,大境湾,,7,7,2,,,,,,,,,,,,
531,金沙10年商务楼,金沙10年商务楼,,商住楼,,,,清水滨河路111号,0,0,0,青羊区,北门,三环外,900,2012,36,1.6,21600
3755,金沙别致,金沙别致,金沙别致,商住楼,4,2,1,黄忠路6号,4,2,1,金牛区,西门,二环至三环,500,2012,33,1.8,20000
,,,金沙·别致,,4,1,1,,,,,,,,,,,,
4094,金沙海棠,金沙海棠,金沙海棠,高级住宅,24,12,3,蜀鑫东路88号,24,12,3,青羊区,北门,三环外,1050,2012,33,2,18000
533,金沙海棠,金沙海棠1、2、3栋,金沙海棠1、2、3栋,高级住宅,16,8,3,蜀鑫东路88号,0,0,0,青羊区,北门,三环外,500,2012,38,2,23040
534,金沙海棠,金沙海棠4、5栋,金沙海棠4、5栋,高级住宅,12,6,2,蜀鑫东路88号,0,0,0,青羊区,北门,三环外,964,2012,38,2,23040
4958,金沙江苑,金沙江苑,金沙江苑,高级住宅,12,6,4,天顺路126号,12,6,4,高新区,南门,三环外,800,2014,40,1.8,26400
1217,金沙兰亭,金沙兰亭,金沙兰亭,高级住宅,12,6,2,金泽路1号,12,6,2,青羊区,北门,二环至三环,488,2008,37,1.5,19800
2243,金沙榄胜,金沙榄胜,金沙榄胜,高级住宅,4,2,2,清江中路63号,4,2,2,青羊区,北门,一环至二环,580,2007,33,1.6,18000
537,金沙鹭岛二期,金沙鹭岛二期,金沙鹭岛二期,高级住宅,12,6,3,金阳路121号,12,6,3,青羊区,北门,二环至三环,604,2011,38,1.7,23040
538,金沙鹭岛三期,金沙鹭岛三期,金沙鹭岛三期,高级住宅,20,10,6,金阳路369号,20,10,6,青羊区,北门,二环至三环,1181,2014,38,1.7,23040
