楼盘编号,传不3.0更名 -- 名称,楼盘名称,商户楼盘名称,社区类型,电梯数,单元数,楼栋数,楼盘地址,电梯总数,单元总数,楼栋总数,区县,方位,区位,社区居住规模,入住时间,租金,物业费,现售均价
,,,科源大厦,,1,1,1,,,,,,,,,,,,
648,客家人川菜酒楼,客家人川菜酒楼,,商住楼,,,,高升桥东路13号,0,0,0,武侯区,南门,一环至二环,500,2010,40,1.6,24200
5851,空港之星,空港之星,空港之星,普通住宅,10,5,3,羊双路33号,10,5,3,双流区,,,511,2012,20,0,6000
3810,快乐空间,快乐空间,快乐空间,普通住宅,5,3,1,双锦路51号,5,3,1,青羊区,北门,二环至三环,506,2005,28,1.3,15120
,,,快乐空间,,5,3,1,,,,,,,,,,,,
4791,奎星苑,奎星苑,,高级住宅,,,,奎星楼街18号,0,5,4,青羊区,西门,一环内,300,2002,36,0.8,23100
4141,拉德方斯,拉·德方斯,拉德方斯,写字楼,4,2,2,天府大道北段1480号,2,2,2,高新区,南门,三环外,300,2011,50,16,31680
,,,拉·德方斯,,2,2,2,,,,,,,,,,,,
4960,拉德方斯,拉德方斯,拉德芳斯,写字楼,12,2,2,天府大道1480号,0,0,0,高新区,0,,500,2014,50,6,33000
,,,拉德方斯,,2,2,2,,,,,,,,,,,,
4690,莱蒙都会,莱蒙都会,,写字楼,,,,二环路南四段51号,0,0,0,武侯区,南门,二环至三环,360,2013,50,2,30800
5142,莱蒙置地广场,莱蒙置地广场,莱蒙置地广场,写字楼,15,4,4,二环路南四段51号,0,0,0,武侯区,南门,二环至三环,300,2011,80,15,28000
5992,莱茵北郡四期,莱茵北郡四期,莱茵北郡四期,普通住宅,17,7,3,厚诚路123号,17,7,3,新都区,,,1403,2016,20,0,6000
4172,莱茵春天,莱茵春天,莱茵春天,商住楼,3,1,1,武城大街2#,3,1,1,青羊区,北门,一环内,900,2005,30,1.2,23100
,,,莱茵春天,,3,1,1,,,,,,,,,,,,
4263,莱茵河畔,莱茵河畔,莱茵河畔,高级住宅,5,2,2,致民东路18号,5,2,2,武侯区,南门,一环内,500,2004,30,1.2,25200
,,,莱茵河畔,,5,2,2,,,,,,,,,,,,
,,,莱茵河畔,,5,2,1,,,,,,,,,,,,
,,,莱茵河畔,,5,2,2,,,,,,,,,,,,
,,,莱茵河畔,,5,2,2,,,,,,,,,,,,
4077,兰郡驿站酒店,兰郡驿站酒店,,商住楼,,,,莲桂南路36号,0,0,0,锦江区,东门,一环至二环,500,2007,50,1.6,16800
5363,兰亭半岛一期,兰亭·半岛,兰亭·半岛,高级住宅,12,12,5,迎春路88号,12,12,5,成华区,东方,,1100,2010,33,2.4,10000
5814,兰亭半岛二期,兰亭半岛二期,兰亭半岛二期,普通住宅,15,15,6,东升迎春路四段66号,15,15,6,双流区,,,376,2010,20,0,6000
5815,兰亭半岛一期,兰亭半岛一期,兰亭半岛一期,普通住宅,0,13,7,东升迎春路四段66号,0,13,7,双流区,,,238,2010,20,0,6000
5951,兰庭.九形道,兰庭.九形道,兰庭.九形道,普通住宅,14,7,4,大丰西二路99号,14,7,4,新都区,,,400,2012,27,0,8000
4773,兰苑雅居,兰苑雅居,兰苑雅居,高级住宅,0,12,3,大华街6号,0,12,3,武侯区,西门,二环至三环,500,2003,30,0.6,18000
5704,蓝岸丽景,蓝岸丽景,蓝岸丽景,普通住宅,44,22,8,滨河路二段99号,44,22,8,天府新区,,,1920,2007,27,0,8000
651,蓝城悦榕,蓝城悦榕,蓝城悦榕,商业中心,2,2,2,永丰路16号,2,2,2,武侯区,南门,二环至三环,500,2011,80,1.6,33000
2175,蓝谷地A区,蓝谷地A区,蓝谷地A区,普通住宅,50,50,23,静宁路9号,50,50,23,锦江区,东门,二环至三环,900,2007,28,1.5,17850
,,,蓝谷地A区,,49,49,23,,,,,,,,,,,,
2417,蓝谷地C区,蓝谷地C区,蓝谷地C区,普通住宅,37,37,9,国槐街500号,37,37,9,锦江区,南门,二环至三环,1244,2013,32,1.5,19360
5192,蓝谷地·天域,蓝谷地·天域,蓝谷地天域,普通住宅,30,14,10,水杉街166号,30,14,10,锦江区,南门,二环至三环,900,2012,30,1.5,19360
,,,蓝谷地天域,,30,14,10,,,,,,,,,,,,
,,,蓝谷地·天域,,30,14,10,,,,,,,,,,,,
3882,蓝谷地六期,蓝谷地六期,,普通住宅,,,,合欢树街701号,0,0,0,锦江区,南门,二环至三环,314,2008,28,1.5,18700
6237,蓝谷地·天域,蓝谷地天域,蓝谷地天域,高级住宅,30,14,10,水杉街166号,30,14,10,锦江区,,,2987,2000,0,0,23000
3883,蓝谷地五期,蓝谷地五期,,普通住宅,,,,水杉街166号,0,0,0,锦江区,东门,二环至三环,314,2007,28,1.5,17850
4188,蓝谷领地,蓝谷领地,蓝谷领地,普通住宅,6,3,1,石人南路1号,6,3,1,青羊区,北门,一环至二环,500,2008,28,1,15300
,,,蓝谷领地,,6,3,1,,,,,,,,,,,,
,,,蓝谷领地,,6,3,1,,,,,,,,,,,,
4607,蓝谷商务楼,蓝谷商务楼,蓝谷商务楼,商住楼,1,1,1,清江东路312号,1,1,1,青羊区,北门,一环至二环,307,2001,50,1.6,27000
,,,蓝谷商务楼,,1,1,1,,,,,,,,,,,,
,,,蓝谷商务楼,,1,1,1,,,,,,,,,,,,
5372,蓝光.COCO国际二期,蓝光.COCO国际二期,蓝光.COCO国际二期,高级住宅,21,7,7,2.5环荆竹东路,21,7,7,成华区,东方,,1900,2016,38,2.8,11500
5405,蓝光.COCO金沙二期,蓝光.COCO金沙二期,蓝光.COCO金沙二期,高级住宅,31,12,9,清源三路169号,31,12,9,青羊区,东方,,2212,2016,43,2.8,13000
5387,蓝光.COCO金沙三期,蓝光.COCO金沙三期（单开门）,蓝光.COCO金沙三期（单开门）,高级住宅,11,11,3,清涟路,0,0,0,青羊区,东方,,1817,2016,43,2.8,13000
5337,蓝光.富丽城,蓝光.富丽城,蓝光.富丽城,普通住宅,26,13,5,二环路北三段245号,26,13,5,金牛区,东方,,1300,2005,32,2.2,9500
5340,蓝光.富丽花城,蓝光.富丽花城,蓝光.富丽花城,高级住宅,82,41,15,荆翠中路88号,82,41,15,成华区,东方,,5116,2008,33,2.3,10000
5339,蓝光.富丽锦城,蓝光.富丽锦城,蓝光.富丽锦城,高级住宅,40,20,8,西林一街18号,40,20,8,成华区,东方,,1914,2008,33,2,10000
5343,蓝光.金双楠二期,蓝光.金双楠二期,蓝光.金双楠二期,高级住宅,24,12,5,九金街59号,0,0,0,武侯区,东方,,1500,2016,34,2.3,10200
5342,蓝光.金双楠一期,蓝光.金双楠一期,蓝光.金双楠一期,高级住宅,12,4,4,九金街58号,12,4,4,武侯区,东方,,3632,2016,33,2.3,10000
5477,蓝光.乐彩城,蓝光.乐彩城,蓝光.乐彩城,高级住宅,18,0,4,圣灯街道物流大道,0,0,0,成华区,东方,,1500,2015,37,1.6,11000
5406,蓝光.玉林广场,蓝光.玉林广场,蓝光.玉林广场,商住楼,2,1,1,玉林南路15号,2,1,1,武侯区,东方,,1400,2004,47,3.1,14000
5338,蓝光.源上金府,蓝光.源上金府,蓝光.源上金府,普通住宅,29,14,5,洞子口路168号,29,14,5,金牛区,东方,,2200,2009,31,2,9300
6190,蓝光COCO国际一期,蓝光COCO国际1期,蓝光COCO国际1期,高级住宅,15,5,5,龙厢街299号,15,5,5,金牛区,,,5047,2000,0,0,17975
6191,蓝光COCO国际二期,蓝光COCO国际2期,蓝光COCO国际2期,高级住宅,21,7,7,龙厢街288号,21,7,7,金牛区,,,3650,2004,0,0,17975
5341,蓝光COCO国际一期,蓝光COCO国际一期,蓝光COCO国际一期,普通住宅,15,5,5,2.5环荆竹东路,15,5,5,成华区,东方,,3420,2016,29,2.4,8800
4567,蓝光COCO金沙二期,蓝光COCO金沙二期,蓝光COCO金沙二期,普通住宅,31,12,9,清源三路169号,31,12,9,青羊区,北门,三环外,900,2016,30,2.1,16740
,,,蓝光COCO金沙二期,,31,12,9,,,,,,,,,,,,
,,,蓝光.COCO金沙三期,,20,11,8,,,,,,,,,,,,
6337,蓝光COCO金沙三期,蓝光COCO金沙三期,蓝光COCO金沙三期,高级住宅,31,11,8,清涟路18号,31,11,8,青羊区,,,2333,1999,0,0,22677
4353,蓝光COCO金沙一期,蓝光COCO金沙一期,蓝光COCO金沙一期,普通住宅,14,7,5,清波村6组,14,7,5,青羊区,西门,三环外,1666,2016,32,2.8,19400
,,,蓝光coco金沙一期,,14,7,5,,,,,,,,,,,,
,,,蓝光.coco金沙一期,,14,7,5,,,,,,,,,,,,
4538,蓝光COCO蜜城,蓝光COCO蜜城,蓝光COCO蜜城,高级住宅,21,9,7,四威南路9号,21,9,7,青羊区,西门,二环至三环,1462,2015,44,2.6,26600
,,,蓝光COCO蜜城,,23,10,8,,,,,,,,,,,,
,,,蓝光.coco蜜城,,21,9,7,,,,,,,,,,,,
4536,蓝光COCO时代,蓝光COCO时代,蓝光COCO时代,高级住宅,40,9,8,二环路东一段内侧,40,9,8,成华区,北门,一环至二环,1500,2015,34,2.8,18720
,,,蓝光coco时代,,40,9,8,,,,,,,,,,,,
,,,蓝光.coco时代,,27,9,8,,,,,,,,,,,,
4537,蓝光SOFA社区,蓝光SOFA社区,蓝光SOFA社区,高级住宅,24,12,6,成飞大道南段238号,24,12,6,青羊区,西门,三环外,1480,2014,36,1.8,22000
,,,蓝光sofa社区,,24,12,6,,,,,,,,,,,,
,,,蓝光.sofa社区,,24,12,6,,,,,,,,,,,,
5378,蓝光·金悦府,蓝光·金悦府,蓝光·金悦府,普通住宅,13,4,2,熊猫大道北富森美旁,13,4,2,成华区,东方,,1800,2017,24,2.6,7300
5382,蓝光·金悦金沙,蓝光·金悦金沙,蓝光·金悦金沙,普通住宅,12,6,4,77号金悦湾,12,6,4,金牛区,东方,,768,2017,30,2.9,8882
4283,蓝光大厦,蓝光大厦,蓝光大厦,写字楼,3,1,1,城守东大街59号,3,2,1,锦江区,东门,一环内,351,2006,46,1.6,29400
,,,蓝光大厦,,3,1,1,,,,,,,,,,,,
,,,蓝光.蓝光大厦,,3,2,1,,,,,,,,,,,,
,,,蓝光大厦,,3,1,1,,,,,,,,,,,,
5135,蓝光东方天地LOFT住宅,蓝光东方天地LOFT,蓝光东方天地LOFT,高级住宅,21,13,6,崔家店路52号,12,4,2,成华区,北门,二环至三环,681,2015,45,1.5,21600
,,,蓝光.东方天地（LOFT）,,12,4,2,,,,,,,,,,,,
6052,蓝光东方天地LOFT写字楼,蓝光东方天地（LOFT）,蓝光东方天地（LOFT）,写字楼,12,4,2,崔家店横一街56号,12,4,2,成华区,,,2347,2014,0,0,10437
5134,蓝光东方天地住宅,蓝光东方天地（住宅）,蓝光东方天地（住宅）,高级住宅,12,2,2,崔家店路52号,18,6,6,成华区,北门,二环至三环,400,2015,60,3.5,21600
,,,蓝光.东方天地（住宅）,,18,6,6,,,,,,,,,,,,
,,,蓝光东方天地（住宅）,,18,6,6,,,,,,,,,,,,
4348,蓝光富丽碧蔓汀,蓝光富丽碧蔓汀,蓝光富丽碧蔓汀,商住楼,50,24,8,解放路一段75号,50,24,8,金牛区,北门,一环内,900,2010,40,1.2,25200
,,,蓝光碧蔓汀,,50,24,8,,,,,,,,,,,,
,,,蓝光.碧蔓汀,,48,23,8,,,,,,,,,,,,
4462,蓝光富丽城,蓝光富丽城,蓝光富丽城,商住楼,26,13,5,二环路北三段245号,26,13,5,金牛区,北门,一环至二环,780,2006,28,1.2,15120
,,,蓝光富丽城,,26,13,5,,,,,,,,,,,,
4611,蓝光富丽东方,蓝光富丽东方,蓝光富丽东方,普通住宅,45,17,9,和美东路8号,45,17,9,成华区,东门,三环外,900,2010,32,1.5,20370
,,,蓝光富丽东方,,45,17,9,,,,,,,,,,,,
4372,蓝光富丽花城,蓝光富丽花城,蓝光富丽花城,普通住宅,82,41,1,荆翠中路88号,82,41,1,成华区,北门,二环至三环,900,2010,28,1.3,15300
,,,蓝光富丽花城,,82,41,1,,,,,,,,,,,,
4346,蓝光富丽锦城,蓝光富丽锦城,蓝光富丽锦城,普通住宅,42,21,8,西林一街18号,42,21,8,成华区,北门,二环至三环,1892,2007,50,1.2,14220
,,,蓝光富丽锦城,,42,21,8,,,,,,,,,,,,
6384,蓝光韩国城S1,蓝光韩国城S1,蓝光韩国城S1,写字楼,23,5,3,珠江路599号,23,5,3,双流区,,,3520,2004,0,0,18000
6385,蓝光韩国城S2,蓝光韩国城S2,蓝光韩国城S2,写字楼,46,10,6,珠江路600号,46,10,6,双流区,,,7040,2012,0,0,18000
6516,蓝光花满庭一期,蓝光花满兰庭1期,,高级住宅,,,,太平碑路100号,0,0,0,新都区,,,2857,2000,0,0,13060
4279,蓝光花满庭一期,蓝光花满庭,蓝光花满庭,普通住宅,40,20,9,洞子口路333号,0,0,0,金牛区,北门,三环外,900,2011,30,1.4,16560
1924,蓝光花满庭二期,蓝光花满庭二期,蓝光花满庭二期,普通住宅,40,20,9,洞子口路333号,40,20,9,金牛区,北门,三环外,900,2011,31,1.4,16560
,,,花满庭二期南区,,12,4,4,,,,,,,,,,,,
6517,蓝光花满庭二期,蓝光花满庭二期(大丰),,高级住宅,,,,博雅路199号,0,0,0,新都区,,,3333,2003,0,0,14389
6518,蓝光花满庭二期,蓝光花满庭二期南区,,高级住宅,,,,大丰博雅路199号,0,0,0,新都区,,,1417,2005,0,0,14389
1923,蓝光花满庭一期,蓝光花满庭一期,蓝光花满庭一期,普通住宅,16,8,4,洞子口路333号,56,28,13,金牛区,北门,三环外,900,2010,31,1.4,16560
,,,蓝光花满庭一期,,56,28,13,,,,,,,,,,,,
4264,蓝光皇后国际,蓝光皇后国际,蓝光皇后国际,商住楼,12,4,1,大塘坎街66号,12,4,1,锦江区,东门,一环内,699,2010,51,1.9,32550
,,,蓝光皇后国际,,12,4,1,,,,,,,,,,,,
,,,蓝光.皇后国际,,12,4,1,,,,,,,,,,,,
1925,蓝光金荷花,蓝光金荷花,蓝光金荷花,写字楼,16,3,3,北站东一路18号,16,1,1,金牛区,北门,一环至二环,467,2005,28,1.8,14940
,,,蓝光.金荷花,,16,1,1,,,,,,,,,,,,
4364,蓝光金楠府,蓝光金楠府,蓝光金楠府,普通住宅,24,8,5,武晋路458号,24,8,7,武侯区,西门,二环至三环,537,2013,30,2.6,17000
,,,蓝光金楠府,,24,8,5,,,,,,,,,,,,
,,,蓝光.金楠府,,24,8,7,,,,,,,,,,,,
6462,蓝光金双楠二期,蓝光金双楠二期,,高级住宅,,,,九康六路288号,0,0,0,武侯区,,,5215,2004,0,0,14669
6463,蓝光金双楠一期,蓝光金双楠一期,,高级住宅,,,,九康六路299号,0,0,0,武侯区,,,2020,2003,0,0,14669
5457,蓝光金悦城,蓝光金悦城,蓝光金悦城,高级住宅,20,0,6,星路南延中柏大道,20,0,6,武侯区,东方,,1017,2016,45,1.6,13500
6053,蓝光金悦府,蓝光金悦府,蓝光金悦府,高级住宅,28,12,6,将军碑东二路88号,28,12,6,成华区,,,1820,2010,0,0,11719
6192,蓝光金悦金沙,蓝光金悦金沙,蓝光金悦金沙,高级住宅,12,6,4,西三环路四段1299号,12,6,4,金牛区,,,1197,2005,0,0,16164
6102,蓝光金悦派,蓝光金悦派,蓝光金悦派,高级住宅,9,3,3,观东一街999号,9,3,3,高新区,,,1062,2001,0,0,16364
4424,,蓝光锦绣城,蓝光锦绣城1.4.5号地,普通住宅,40,13,10,和美东路177号,0,0,0,成华区,东门,三环外,500,2014,28,2.8,17850
4476,蓝光锦绣城一期,蓝光锦绣城（1号地）,蓝光锦绣城（1号地）,普通住宅,8,3,2,和美东路58号,8,3,2,成华区,东门,三环外,398,2013,31,2.8,19950
,,,蓝光锦绣城1号地,,8,3,2,,,,,,,,,,,,
4527,蓝光锦绣城二期,蓝光锦绣城（2号地）,蓝光锦绣城（2号地）,普通住宅,12,4,2,万宇路169号,18,6,3,成华区,东门,三环外,750,2014,50,2.8,16800
,,,蓝光锦绣城2号地,,12,4,2,,,,,,,,,,,,
,,,蓝光.锦绣城二期,,18,6,3,,,,,,,,,,,,
4524,蓝光锦绣城三期,蓝光锦绣城（3号地）,蓝光锦绣城（3号地）,普通住宅,40,13,10,和韵路109号,40,13,10,成华区,东门,三环外,495,2014,31,2.8,19530
,,,蓝光锦绣城3号地,,40,13,10,,,,,,,,,,,,
,,,蓝光.锦绣城三期,,36,12,9,,,,,,,,,,,,
1634,蓝光锦绣城四期,蓝光锦绣城（4号地）,蓝光锦绣城（4号地）,普通住宅,12,4,2,和美东路128号,12,4,2,成华区,东门,三环外,768,2015,28,2.8,17850
1635,蓝光锦绣城五期,蓝光锦绣城（5号地）,蓝光锦绣城（5号地）,普通住宅,6,2,1,和美东路177号,6,2,1,成华区,东门,三环外,900,2016,50,2.8,17010
4530,蓝光凯丽滨江,蓝光凯丽滨江,蓝光凯丽滨江,高级住宅,18,8,4,天环街680号,18,8,4,高新区,南门,三环外,1122,2010,33,1.8,22000
,,,蓝光凯丽滨江,,18,8,4,,,,,,,,,,,,
3999,蓝光凯丽豪景,蓝光凯丽豪景,蓝光凯丽豪景,高级住宅,18,8,6,蜀蓉路39号,18,8,6,金牛区,西门,二环至三环,1142,2009,36,1.8,22000
,,,蓝光凯丽豪景,,18,8,6,,,,,,,,,,,,
,,,蓝光.凯丽豪景,,18,8,6,,,,,,,,,,,,
4405,蓝光凯丽美域,蓝光凯丽美域,蓝光凯丽美域,高级住宅,24,8,6,金祥路55号,24,8,6,青羊区,西门,二环至三环,1488,2009,40,1.8,24000
,,,蓝光凯丽美域,,24,8,6,,,,,,,,,,,,
,,,蓝光.凯丽美域,,24,8,4,,,,,,,,,,,,
4456,蓝光凯丽香江,蓝光凯丽香江,蓝光凯丽香江,高级住宅,33,11,5,南三环路三段112号,33,11,5,锦江区,南门,二环至三环,1500,2010,33,2.1,22000
,,,蓝光凯丽香江,,33,11,5,,,,,,,,,,,,
,,,蓝光.凯丽香江,,33,11,5,,,,,,,,,,,,
6054,蓝光乐彩城一期,蓝光乐彩城1期,蓝光乐彩城1期,高级住宅,9,3,3,民兴路510号,9,3,3,成华区,,,1777,2009,0,0,16550
4378,蓝光诺丁山,蓝光诺丁山,蓝光诺丁山,商住楼,48,48,10,武兴一路2号,48,48,10,武侯区,东方,,500,2006,30,1.3,25000
,,,蓝光诺丁山,,48,48,10,,,,,,,,,,,,
,,,蓝光.诺丁山,,48,48,10,,,,,,,,,,,,
6386,蓝光圣菲TOWN城三期,蓝光圣菲TOWN城三期,蓝光圣菲TOWN城三期,高级住宅,24,12,4,西航港黄河中路2段36号,24,12,4,双流区,,,3333,1998,0,0,16060
6387,蓝光圣菲TOWN城一二期,蓝光圣菲TOWN城一二期,蓝光圣菲TOWN城一二期,高级住宅,96,48,16,西航港黄河中路2段36号,96,48,16,双流区,,,13333,2003,0,0,16060
6388,蓝光圣菲悦城一期,蓝光圣菲悦城一期,蓝光圣菲悦城一期,高级住宅,11,11,8,大件路白家段996号,11,11,8,双流区,,,2828,2001,0,0,14144
6414,蓝光四叶城,蓝光四叶城,,高级住宅,,,,万春镇春江南路1688号,0,0,0,温江区,,,2410,2001,0,0,10454
3445,蓝光香槟广场,蓝光香槟广场,蓝光香槟广场,写字楼,8,3,3,东大街21号,7,3,1,锦江区,东门,一环内,589,2006,29,7.5,18480
,,,蓝光.香槟广场,,7,3,1,,,,,,,,,,,,
6415,蓝光香境,蓝光香境,,高级住宅,,,,涌泉段凤凰北大街666号,0,0,0,温江区,,,2410,2003,0,0,17135
6416,蓝光香瑞湖,蓝光香瑞湖,,高级住宅,,,,涌泉段林泉南街99号,0,0,0,温江区,,,1773,1999,0,0,12629
6297,蓝光幸福满庭,蓝光幸福满庭,蓝光幸福满庭,高级住宅,44,22,12,宁东路299号,44,22,12,郫都区,,,6248,2003,0,0,16469
5132,蓝光.幸福满庭三期,蓝光幸福满庭123期,蓝光幸福满庭123期,高级住宅,44,22,12,国宁东路299号,16,8,4,金牛区,西门,二环至三环,1500,2014,38,2.2,24000
,,,蓝光.幸福满庭三期,,16,8,4,,,,,,,,,,,,
4479,蓝光御府花都,蓝光御府花都,蓝光御府花都,商住楼,23,13,3,天泰路47号,23,13,3,高新区,南门,三环外,828,2006,33,6.5,22000
,,,蓝光御府花都,,23,13,3,,,,,,,,,,,,
,,,蓝光.御府花都B区,,6,3,1,,,,,,,,,,,,
5126,蓝光云鼎,蓝光云鼎,蓝光云鼎,写字楼,10,4,2,蜀兴中街111号,10,4,2,青羊区,北门,二环至三环,772,2013,60,3,23400
,,,蓝光.云鼎,,10,4,2,,,,,,,,,,,,
3998,蓝光云鼎,蓝光雲鼎,蓝光雲鼎,高级住宅,10,4,2,蜀兴中街111号,10,4,2,金牛区,西门,二环至三环,773,2013,43,3,26000
844,蓝海office,蓝海office,蓝海office,写字楼,9,3,3,长益路13号,9,3,3,武侯区,南门,二环至三环,500,2013,33,1.8,22000
,,,蓝海office,,9,3,3,,,,,,,,,,,,
5725,蓝润.华府春天一期,蓝润.华府春天一期,蓝润.华府春天一期,普通住宅,22,11,6,双华路与光电大道交汇处（双华路三段）,22,11,6,天府新区,,,1021,2015,27,0,8000
5845,蓝润.棠湖春天V客,蓝润.棠湖春天V客,蓝润.棠湖春天V客,普通住宅,14,7,5,西航港大道川港国际酒店（西南民大旁）,14,7,5,双流区,,,547,2016,27,0,8000
5848,蓝润.棠湖春天二期,蓝润.棠湖春天二期,蓝润.棠湖春天二期,普通住宅,26,13,7,临港路三段,26,13,7,双流区,,,1200,2015,27,0,8000
5244,蓝润v客尚东一期,蓝润v客尚东一期,蓝润.v客尚东一期,高级住宅,10,5,2,龙潭立交内侧,10,5,2,成华区,东门,二环至三环,960,2016,33,1.8,21000
5243,蓝润·蓝客城一期,蓝润·蓝客城一期,蓝润·蓝客城一期,高级住宅,16,6,6,青龙街道办理塘社区,16,6,6,成华区,北门,三环外,800,2015,37,1.8,19800
5245,蓝润锦江春天,蓝润锦江春天,蓝润.锦江春天,高级住宅,24,12,8,三圣乡联合社区三组,24,12,8,锦江区,东门,三环外,1500,2014,37,1.8,23100
2090,蓝色港湾,蓝色港湾,蓝色港湾（蓝色自由空间）,写字楼,4,2,2,天祥街59号,5,3,2,锦江区,东门,一环内,297,2003,30,1.2,18900
,,,蓝色港湾,,5,3,1,,,,,,,,,,,,
6238,蓝色港湾,蓝色港湾（蓝色自由空间）,蓝色港湾（蓝色自由空间）,写字楼,4,2,2,天祥街59号,4,2,2,锦江区,,,2347,2003,0,0,10096
3500,蓝色加勒比,蓝色加勒比,蓝色加勒比,写字楼,2,1,1,科华北路143号,2,1,1,武侯区,南门,一环至二环,268,2004,33,1.8,21560
,,,蓝光.加勒比广场,,2,1,1,,,,,,,,,,,,
,,,蓝色加勒比,,2,1,1,,,,,,,,,,,,
1928,蓝色空间,蓝色空间,蓝色空间,商住楼,2,2,1,长兰路1号,2,2,1,金牛区,西门,二环至三环,700,2004,32,0.6,19000
4839,蓝色空间,蓝色空间A区,蓝色空间A区,高级住宅,0,24,3,交大路258号,0,24,3,金牛区,西门,二环至三环,510,2003,30,0.6,18000
4838,蓝色空间,蓝色空间B区,蓝色空间B区,高级住宅,0,14,7,交大路256号,0,14,7,金牛区,西门,二环至三环,510,2003,30,0.6,18000
4837,蓝色空间,蓝色空间D区,蓝色空间D区,高级住宅,0,34,12,长兰路1号,0,34,12,金牛区,西门,二环至三环,510,2003,30,0.6,18000
5774,蓝色理想,蓝色理想,蓝色理想,普通住宅,61,33,13,蔚蓝路2号,61,33,13,龙泉驿区,,,2729,2008,27,0,8000
5710,蓝山美树二期,蓝山美树二期,蓝山美树二期,高级住宅,3,3,1,麓山大道一段310号,3,3,1,天府新区,,,251,2010,50,0,15000
5711,蓝山美树一期,蓝山美树一期,蓝山美树一期,高级住宅,0,36,14,麓山大道一段310号,0,36,14,天府新区,,,449,2010,50,0,15000
5545,蓝水湾,蓝水湾,蓝水湾,商住楼,47,25,8,二环路北四段2号,47,25,8,成华区,东方,,500,2007,0,0,17658
3501,蓝天小区,蓝天小区,蓝天小区,普通住宅,42,21,21,科华南路1号,42,21,21,武侯区,南门,一环至二环,1116,2003,31,1.2,20680
,,,蓝天小区,,42,21,21,,,,,,,,,,,,
2271,揽胜金沙,揽胜金沙,揽胜金沙,高级住宅,6,2,1,清江西路90,6,2,1,青羊区,北门,一环至二环,671,2012,33,1.5,18000
6003,廊桥翠庭,廊桥翠庭,廊桥翠庭,普通住宅,6,3,1,华金大道二段165号,6,3,1,青白江区,,,278,2010,20,0,6000
4288,廊桥乐章,廊桥乐章,廊桥乐章,高级住宅,5,2,2,老马路18号,5,2,2,武侯区,东门,一环内,484,2009,42,1.5,26460
,,,廊桥乐章1,,5,2,2,,,,,,,,,,,,
,,,廊桥乐章,,5,2,2,,,,,,,,,,,,
,,,廊桥乐章,,3,2,2,,,,,,,,,,,,
,,,廊桥乐章,,2,2,1,,,,,,,,,,,,
4357,朗基龙堂,朗基龙堂,朗基龙堂,高级住宅,14,7,2,东坡北二路687号,14,7,2,青羊区,西门,一环至二环,1200,2005,30,1.5,23000
,,,朗基龙堂,,14,7,2,,,,,,,,,,,,
,,,朗基·龙堂,,14,7,2,,,,,,,,,,,,
4451,朗晴居,朗晴居,朗晴居（成都）,普通住宅,2,2,1,大庆路70号,5,5,3,青羊区,西门,一环至二环,264,2001,32,1.2,19600
,,,朗晴居,,2,2,1,,,,,,,,,,,,
,,,恒森·朗晴居,,5,5,3,,,,,,,,,,,,
6338,朗晴居,朗晴居（成都）,朗晴居（成都）,高级住宅,2,2,1,大庆路70号,2,2,1,青羊区,,,140,1997,0,0,16522
1636,朗诗绿色街区一期,朗诗绿色街区,朗诗绿色街区,高级住宅,8,4,2,迎晖路199号,18,10,7,成华区,东门,一环至二环,500,2015,34,2.6,21420
,,,朗诗绿色街区,,18,10,7,,,,,,,,,,,,
1637,朗诗绿色街区二期,朗诗绿色街区二期,朗诗绿色街区二期,高级住宅,12,6,5,迎晖路199号,12,6,5,成华区,东门,二环至三环,380,2015,34,2.6,21420
2442,朗诗西溪里,朗诗西溪里,朗诗西溪里,普通住宅,6,2,2,大庆路74号,6,2,2,青羊区,西门,一环至二环,492,2016,32,2.5,19400
,,,朗诗·西溪里,,4,2,2,,,,,,,,,,,,
1484,朗御,朗御,朗御,写字楼,5,1,1,大慈寺路3号,10,1,1,锦江区,东门,一环内,612,2013,63,3.5,37800
,,,朗御,,10,1,1,,,,,,,,,,,,
,,,朗御,,5,1,1,,,,,,,,,,,,
4804,浪琴湾,浪琴湾,浪琴湾,高级住宅,0,44,12,瑞南街33号,0,44,12,青羊区,西门,二环至三环,500,2004,40,0.7,24000
2400,老会展现代城,老会展现代城,老会展现代城,高级住宅,26,10,7,金沙路169号,26,10,7,成华区,北门,二环至三环,1500,2014,30,2,18000
999,乐居福苑,乐居福苑,乐居福苑,普通住宅,3,3,1,武侯大道双楠段44号,3,3,1,武侯区,西门,二环至三环,1173,2002,30,1.5,18000
2273,乐摩筑,乐摩筑,乐摩筑,普通住宅,4,1,1,苏坡西路39号,4,1,1,青羊区,西门,二环至三环,380,2011,31,1.5,18760
3701,雷迪波尔城市花园,雷迪波尔城市花园,雷迪波尔城市花园,普通住宅,10,10,4,晋吉北路108号,10,10,5,武侯区,南门,二环至三环,309,2013,32,1.8,20900
,,,雷迪波尔·城市花园,,10,10,4,,,,,,,,,,,,
,,,雷迪波尔城市花园,,10,10,4,,,,,,,,,,,,
,,,雷迪波尔·城市花园,,10,10,5,,,,,,,,,,,,
3545,礼顿山1号,礼顿山1号,礼顿山1号,高级住宅,14,5,4,濯锦中路128号,14,5,4,高新区,南门,三环外,935,2013,40,2.3,26400
,,,礼顿山1号,,14,5,4,,,,,,,,,,,,
