城市,楼盘编号,传不3.0更名 -- 名称,楼盘名称,商户楼盘名称,社区类型,状态,媒体类型,经营商户,电梯数,单元数,楼栋数,楼盘地址,禁忌行业,单价,电梯总数,单元总数,楼栋总数,促销价格,是否活动,媒体类型占比,区县,方位,区位,社区居住规模,入住时间,租金,物业费,现售均价,缩略图,大门图片,单元图片,电梯图片,经度,纬度,状态,资源录入时间,资源录入人员,操作时间,操作人员,楼盘备注
成都,6067,,首创国际城一期,首创国际城一期,高级住宅,开启,电梯框架,分众传媒,12,6,5,万科北街18号,,199,12,6,5,0,2,"a:1:{s:7:""media_1"";d:100;}",成华区,,,1467,2000,0,0,20200,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.151853,30.629288,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,6280,首创万卷山一期,首创万卷山,首创万卷山,高级住宅,开启,电梯框架,分众传媒,27,9,6,青台山路99号,,199,27,9,6,0,2,"a:1:{s:7:""media_1"";d:100;}",龙泉驿区,,,3333,2004,0,0,14000,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.208263,30.569151,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,6281,,首创万卷山二、三期,首创万卷山二、三期,高级住宅,开启,电梯框架,分众传媒,57,36,17,青台山路99号,,199,57,36,17,0,2,"a:1:{s:7:""media_1"";d:100;}",龙泉驿区,,,4667,1998,0,0,14500,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.208263,30.569151,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,3844,首航欣程,首航欣程,首航欣程,商住楼,开启,电梯框架,经典视线,21,7,2,二环路南二段21号,商品房,99,25,7,2,0,0,"a:2:{s:7:""media_1"";d:46;s:7:""media_3"";d:54;}",武侯区,南门,一环至二环,1736,2014,37,2.4,24420,./Uploads/thumb/2016-04-26/571f092cc8482.jpg,./Uploads/ico/2016-04-26/571f092cc8482.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.07001,30.621702,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分04秒,杨镰齐,
,,,,首航欣程,,开启,门贴,成都众燚,25,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4063,首汇观筑,首汇观筑,首汇观筑,普通住宅,开启,电梯框架,精视传媒,4,2,2,华油路8号,,99,4,2,2,0,0,"a:1:{s:7:""media_1"";d:100;}",金牛区,西门,二环至三环,292,2010,33,1.8,19600,./Uploads/thumb/2017-03-23/58d36c47454b8.jpg,./Uploads/ico/2017-10-26/59f17e4d69cb3.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.094815,30.67998,开启,1970年01月01日 08点00分00秒,杨镰齐,2017年12月20日 14点44分07秒,杨镰齐,
,,,,首汇观筑,,禁用,电子屏,博景传媒,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,首汇观筑,,开启,电梯框架,四川城市纵横传播有限公司,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4999,首座,首座,,写字楼,,,,,,,人民南路四段48号,房产中介-商品房,99,0,0,0,0,0,a:0:{},武侯区,南门,二环至三环,961,2011,45,2.8,27060,./Uploads/ico/2017-05-09/m_591180e85a417.png,./Uploads/ico/2017-05-09/591180e85a417.png,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.06647,30.612121,禁用,2017年02月22日 13点57分03秒,yanglianqi,2017年12月20日 14点44分24秒,杨镰齐,
成都,4365,首座MAX,首座MAX,首座MAX,商住楼,开启,电梯框架,分众传媒,6,3,1,天府大道北段999号,,199,6,3,1,0,2,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",高新区,东方,,500,2015,56,4,37400,./Uploads/ico/2018-04-10/m_5acc6e53ebbdb.jpg,./Uploads/ico/2018-04-10/5acc6e53ebbdb.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.069177,30.586752,开启,1970年01月01日 08点00分00秒,yanglianqi,2018年04月10日 15点57分08秒,杨镰齐,
,,,,首座MAX,,禁用,电子屏,新潮,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,首座MAX,,开启,门贴,中广众易,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,6009,书香别院,书香别院,书香别院,普通住宅,开启,电梯框架,飞廉传媒,22,22,7,菁华路116号,,99,22,22,7,0,0,"a:1:{s:7:""media_1"";d:100;}",青白江区,,,868,2011,27,0,8000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,104.269591,30.884818,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,1180,书香府邸一期,书香府邸,书香府邸,普通住宅,开启,电梯框架,精视传媒,18,9,9,天目路2号,,99,18,9,9,0,0,"a:1:{s:7:""media_1"";d:100;}",金牛区,西门,三环外,900,2014,50,1.6,16000,./Uploads/thumb/2016-05-25/574578e303246.jpg,./Uploads/ico/2016-05-25/574578e303246.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.978579,30.732436,开启,2016年05月18日 15点33分33秒,yanglianqi,2017年12月20日 14点43分32秒,杨镰齐,
成都,3245,书香府邸二期,书香府邸英伦,书香府邸（英伦）,普通住宅,开启,电梯框架,精视传媒,42,21,12,天目路2号,,99,42,21,12,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",金牛区,西门,三环外,1000,2012,30,1.2,16000,./Uploads/ico/2017-05-19/m_591eb068b476a.JPG,./Uploads/ico/2017-05-19/591eb068b476a.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.975802,30.729765,开启,2016年09月08日 11点58分16秒,yanglianqi,2017年12月20日 14点43分54秒,杨镰齐,
,,,,书香府邸二期英伦小区,,开启,门贴,盛世华腾,42,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3763,书香门第,书香门第,书香门第,高级住宅,开启,电梯框架,精视传媒,14,7,4,西体北路2号,,99,14,7,5,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",金牛区,北门,一环内,500,2004,30,1.2,21000,./Uploads/thumb/2016-03-06/56dbdb4533818.jpg,./Uploads/ico/2016-03-06/56dbdb4533818.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.061768,30.68221,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分03秒,杨镰齐,
,,,,书香门第,,禁用,电子屏,每多力,14,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,书香门第,,开启,门贴,中广众易,14,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,6423,书香秀筑,书香秀筑,,高级住宅,,,,,,,学府路北段28号,,199,0,0,0,0,0,a:0:{},温江区,,,1000,2001,0,0,9000,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.809033,30.692193,禁用,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,5670,书院阁,书院阁,书院阁,商住楼,禁用,门贴,盛世华腾,14,7,7,学府路133号,,99,14,7,7,0,0,"a:1:{s:7:""media_3"";d:100;}",双流区,东方,,620,2004,0,0,9800,./Uploads/ico/2018-05-18/m_5afe8f58b7c42.jpg,./Uploads/ico/2018-05-18/5afe8f58b7c42.jpg,,./Uploads/ico/2018-05-18/5afe8f5d0cb4b.jpg,103.990491,30.578819,开启,1970年01月01日 08点00分00秒,,2018年05月18日 16点31分42秒,杨镰齐,
,,,,书院阁,,开启,门贴,成都众燚,14,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4910,蜀东小区一幢,蜀东小区一幢,蜀东小区一幢,高级住宅,开启,等候区框架,厅阅传媒,0,8,2,二环路东一段新28号,,99,0,8,2,0,0,"a:1:{s:7:""media_5"";d:100;}",成华区,东门,二环至三环,500,2003,33,0.3,21000,./Uploads/thumb/2017-03-09/58c10d427386b.jpg,./Uploads/ico/2017-03-09/58c10d427386b.JPG,./Uploads/ico/2017-03-10/58c27e6fc78b2.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.107139,30.679503,开启,2017年01月12日 17点32分10秒,yanglianqi,2017年12月20日 14点44分22秒,杨镰齐,多层住宅小区
成都,3308,蜀都大厦,蜀都大厦,蜀都大厦,写字楼,开启,电梯框架,华语传媒,2,2,1,署袜北三街20号,,99,2,2,1,0,0,"a:1:{s:7:""media_1"";d:100;}",锦江区,东门,一环内,500,1998,65,1.6,23100,./Uploads/thumb/2017-03-27/58d87f34939f5.jpg,./Uploads/ico/2017-03-27/58d87f34939f5.jpg,./Uploads/ico/2017-03-27/58d87f3493c90.jpg,./Uploads/ico/2017-03-27/58d87f3493fe5.jpg,104.075118,30.659099,开启,2016年09月21日 10点34分25秒,yanglianqi,2017年12月20日 14点43分55秒,杨镰齐,
成都,5302,蜀都花园,蜀都花园,蜀都花园,高级住宅,开启,电梯框架,四川城市纵横传播有限公司,69,34,34,水碾河路14号,,99,69,34,34,0,0,"a:1:{s:7:""media_1"";d:100;}",锦江区,东门,一环至二环,1500,2003,48,1.8,25987,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2017-10-26/59f1a6c0ca28c.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.103625,30.644821,开启,2017年10月26日 16点26分06秒,杨镰齐,2017年12月20日 14点44分29秒,杨镰齐,
,,,,蜀都花园,,禁用,电子屏,博景传媒,67,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3664,蜀都惠园,蜀都惠园,蜀都惠园,高级住宅,禁用,电梯框架,四川城市纵横传播有限公司,26,11,7,水碾河路25号,,99,26,11,7,0,0,"a:1:{s:7:""media_3"";d:100;}",成华区,东门,一环至二环,1500,2011,33,1.4,21000,./Uploads/thumb/2016-11-08/582185269a5f0.jpg,./Uploads/ico/2016-11-08/582185269a5f0.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.1044,30.647092,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分01秒,杨镰齐,
,,,,蜀都惠园,,禁用,电子屏,博景传媒,26,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,蜀都惠苑,,开启,门贴,中广众易,26,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,蜀都惠园,,开启,门贴,成都众燚,26,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,6068,蜀都惠园,蜀都惠园(成都),蜀都惠园(成都),高级住宅,开启,电梯框架,分众传媒,26,11,7,水碾河路25号,,199,26,11,7,0,2,"a:1:{s:7:""media_1"";d:100;}",成华区,,,1335,2000,0,0,23130,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.104236,30.647222,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,355,蜀都帕丽湾,蜀都帕丽湾,蜀都帕丽湾,普通住宅,开启,电梯框架,精视传媒,12,4,2,静康路58#,,99,12,4,2,0,0,"a:1:{s:7:""media_1"";d:100;}",锦江区,东门,二环至三环,410,2009,35,1.3,20790,./Uploads/thumb/2016-03-07/56dcf870dce62.jpg,./Uploads/ico/2016-03-07/56dcf870dce62.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.11066,30.620068,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分20秒,杨镰齐,
成都,5925,蜀都万达华府,蜀都万达华府,蜀都万达华府,普通住宅,开启,电梯框架,飞廉传媒,16,8,5,郫县望丛东路347号,,99,16,8,5,0,0,"a:1:{s:7:""media_1"";d:100;}",郫都区,,,1068,2015,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,103.906191,30.808325,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,5911,蜀都新天地,蜀都新天地,蜀都新天地,普通住宅,开启,电梯框架,飞廉传媒,6,3,2,郫筒望丛东路392号,,99,6,3,2,0,0,"a:1:{s:7:""media_1"";d:100;}",郫都区,,,450,2012,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,103.901643,30.807292,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,1801,蜀都中心,蜀都中心,蜀都中心,写字楼,开启,电梯框架,分众传媒,25,5,5,天府大道中段天府二街138号,房产中介-商品房,199,25,5,5,0,2,"a:1:{s:7:""media_1"";d:100;}",高新区,南门,三环外,655,2012,50,12,18040,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.066108,30.552167,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分40秒,杨镰齐,
成都,5404,蜀风花园城,蜀风花园城,蜀风花园城,高级住宅,开启,门贴,盛世华腾,2,1,1,金沙遗址路8号,,99,2,1,1,0,0,"a:1:{s:7:""media_3"";d:100;}",青羊区,东方,,1500,2004,45,3.2,13500,./Uploads/ico/2018-02-07/m_5a7aa9677bd96.jpg,./Uploads/ico/2018-02-07/5a7aa9677bd96.jpg,./Uploads/ico/2016-09-28/57eb1e1cd86dec.jpg,./Uploads/ico/2018-02-07/5a7aa96ad2e21.jpg,104.007387,30.682474,开启,1970年01月01日 08点00分00秒,,2018年02月07日 15点23分26秒,杨镰齐,
成都,3453,蜀光新城,蜀光新城,蜀光新城,商住楼,开启,电梯框架,精视传媒,6,3,1,宏济新路339号,,99,6,3,1,0,0,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",锦江区,东门,一环至二环,500,2010,36,1.2,22680,./Uploads/thumb/2016-03-07/56dcf75b64ac3.jpg,./Uploads/ico/2016-03-07/56dcf75b64ac3.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.096982,30.640881,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点43分57秒,杨镰齐,
,,,,曙光新城,,禁用,电子屏,博景传媒,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,蜀光新城,,开启,门贴,正合门道,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,蜀光新城,,开启,门贴,成都众燚,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3631,蜀汉大厦,蜀汉大厦,蜀汉大厦,写字楼,开启,电梯框架,分众传媒,2,1,1,同善路5号,,199,2,1,1,0,2,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",金牛区,西门,二环至三环,1173,2003,28,1.6,17000,./Uploads/thumb/2016-11-08/58217f2855abb.jpg,./Uploads/ico/2016-11-08/58217f2855abb.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.026848,30.683982,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分00秒,杨镰齐,
,,,,蜀汉大厦,,禁用,电子屏,博景传媒,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,蜀汉大厦,,开启,门贴,成都众燚,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,6010,蜀青.名苑,蜀青.名苑,蜀青.名苑,普通住宅,开启,电梯框架,飞廉传媒,6,6,3,清华东路55号,,99,6,6,3,0,0,"a:1:{s:7:""media_1"";d:100;}",青白江区,,,327,2011,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,104.267771,30.869803,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,4170,蜀泰商厦,蜀泰商厦,蜀泰商厦,商住楼,禁用,电子屏,新潮,3,2,1,太升南路136号,,99,3,2,1,0,0,"a:1:{s:7:""media_1"";d:100;}",青羊区,北门,一环内,933,2006,50,1.6,31500,./Uploads/ico/2017-05-10/m_5912e744c8717.JPG,./Uploads/ico/2017-05-10/5912e744c8717.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.075484,30.662548,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分09秒,杨镰齐,
,,,,蜀泰商厦,,开启,电梯框架,精视传媒,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3516,蜀新大厦,蜀新大厦,,商住楼,,,,,,,洗面桥街8号,,99,0,0,0,0,0,a:0:{},武侯区,南门,一环内,299,2004,50,1.6,31500,./Uploads/thumb/2016-03-05/56da6c0135f9d.jpg,./Uploads/ico/2016-03-05/56da6c0135f9d.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.053366,30.635659,禁用,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点43分58秒,杨镰齐,
成都,3979,蜀兴苑,蜀兴苑,蜀兴苑,普通住宅,开启,电梯框架,分众传媒,2,2,1,蜀蓉路9号,,199,2,2,1,0,2,"a:1:{s:7:""media_1"";d:100;}",青羊区,西门,二环至三环,420,2000,28,0.5,16906,./Uploads/ico/2017-05-10/m_5912a9e707592.jpg,./Uploads/ico/2017-05-10/5912a9e707592.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.027617,30.689624,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分06秒,杨镰齐,
,,,,蜀兴苑,,禁用,电子屏,亦云传媒,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3452,蜀源大厦,蜀源大厦,蜀源大厦,写字楼,开启,电梯框架,分众传媒,4,2,2,红星中路四段199号,,199,4,2,2,0,2,"a:1:{s:7:""media_1"";d:100;}",锦江区,东门,一环内,500,2001,32,2,20370,./Uploads/thumb/2016-11-08/582171d77f8aa.jpg,./Uploads/ico/2016-11-08/582171d77f8aa.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.077089,30.650245,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点43分57秒,杨镰齐,
,,,,蜀源大厦,,禁用,电子屏,博景传媒,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5024,蜀运商务楼,蜀运商务楼,蜀运商务楼,商住楼,开启,电梯框架,框框广告,1,1,1,太升南路173号,,99,1,1,1,0,0,"a:1:{s:7:""media_1"";d:100;}",青羊区,北门,一环内,500,2008,40,2,25200,./Uploads/ico/2017-05-09/m_59116c2c95c6b.JPG,./Uploads/ico/2017-05-09/59116c2c95c6b.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.079049,30.666696,开启,2017年04月13日 15点31分03秒,yanglianqi,2017年12月20日 14点44分25秒,杨镰齐,
成都,564,蜀运实业商务楼,蜀运实业商务楼,蜀运实业商务楼,商住楼,开启,电梯框架,精视传媒,1,1,1,太升南路173号,,99,1,1,1,0,0,"a:1:{s:7:""media_1"";d:100;}",青羊区,北门,一环内,1400,2004,39,1.6,23100,./Uploads/thumb/2016-03-05/56da96d357250.jpg,./Uploads/ico/2016-03-05/56da96d357250.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.079029,30.666643,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分23秒,杨镰齐,
成都,2310,数据大楼,数据大楼,数据大楼,写字楼,开启,电梯框架,分众传媒,2,1,1,太升南路49号,,199,2,1,1,0,2,"a:1:{s:7:""media_1"";d:100;}",青羊区,东门,一环内,1000,2006,33,1.6,21000,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.075812,30.661773,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分50秒,杨镰齐,
成都,865,数码广场,数码广场,数码广场,写字楼,开启,电梯框架,经典视线,6,2,1,人民南路四段1号,,99,6,2,1,0,0,"a:1:{s:7:""media_1"";d:100;}",武侯区,南门,一环至二环,1050,2005,59,1.6,35200,./Uploads/thumb/2016-04-26/571f08fd78edd.jpg,./Uploads/ico/2016-04-26/571f08fd78edd.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.067297,30.63299,开启,2016年04月26日 11点27分00秒,yanglianqi,2017年12月20日 14点43分26秒,杨镰齐,
成都,3682,数码科技大厦,数码科技大厦,数码科技大厦,写字楼,开启,电梯框架,分众传媒,4,2,2,一环路南二段1号,,199,4,2,2,0,2,"a:2:{s:7:""media_1"";d:25;s:7:""media_3"";d:75;}",武侯区,南门,一环内,887,2000,67,1.6,28000,./Uploads/thumb/2017-03-23/58d3845063849.jpg,./Uploads/ico/2017-03-23/58d3845063849.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.075644,30.634152,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分01秒,杨镰齐,
,,,,数码科技大厦,,禁用,电子屏,每多力,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,数码科技大厦,,开启,门贴,中广众易,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,数码科技大厦,,开启,门贴,盛世华腾,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,数码科技大厦,,开启,门贴,成都众燚,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3581,双城,双城,双城,普通住宅,开启,电梯框架,分众传媒,6,2,2,花牌坊街8号,,199,6,2,2,0,2,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",金牛区,北门,一环内,589,2010,30,1.8,18900,./Uploads/thumb/2016-11-08/582179573b153.jpg,./Uploads/ico/2016-11-08/582179573b153.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.052591,30.678432,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点43分59秒,杨镰齐,
,,,,双城,,禁用,电子屏,博景传媒,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双城,,开启,门贴,盛世华腾,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5633,双发·东城印象,双发·东城印象,双发·东城印象,商住楼,开启,门贴,成都众燚,6,3,2,静明路488号,,99,6,3,2,0,0,"a:1:{s:7:""media_3"";d:100;}",锦江区,东方,,689,2012,0,0,16106,./Uploads/ico/2018-05-18/m_5afe9715a976d.jpg,./Uploads/ico/2018-05-18/5afe9715a976d.jpg,,./Uploads/ico/2018-05-18/5afe9725d2235.jpg,104.136698,30.614206,开启,1970年01月01日 08点00分00秒,,2018年05月18日 17点04分54秒,杨镰齐,
成都,4333,双发金英汇,双发金英汇,双发金英汇,高级住宅,开启,电梯框架,经典视线,6,3,2,科华中路150号,,99,7,3,2,0,0,"a:2:{s:7:""media_1"";d:46;s:7:""media_3"";d:54;}",武侯区,南门,二环至三环,545,2011,40,1.8,26400,./Uploads/ico/2017-05-11/m_5913e74b0a202.jpg,./Uploads/ico/2017-05-11/5913e74b0a202.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.076541,30.61394,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分13秒,杨镰齐,
,,,,金英汇,,禁用,电子屏,亦云传媒,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双发·金英汇,,开启,门贴,盛世华腾,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4698,双峰岭,双峰岭,,普通住宅,,,,,,,华阳街道丽都街203号,,99,0,0,0,0,0,a:0:{},高新区,南门,三环外,384,2013,30,1.8,19800,./Uploads/thumb/2017-03-22/58d245411acfa.jpg,./Uploads/ico/2017-03-22/58d245411acfa.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.059961,30.504802,禁用,2017年01月12日 13点35分34秒,yanglianqi,2017年12月20日 14点44分17秒,杨镰齐,
成都,4409,双华苑,双华苑,双华苑,商住楼,开启,电梯框架,精视传媒,6,3,1,经华北路19号,,99,6,3,2,0,0,"a:2:{s:7:""media_1"";d:55;s:7:""media_3"";d:45;}",成华区,东门,三环外,900,2012,30,1.2,21000,./Uploads/thumb/2016-04-07/5706122586809.jpg,./Uploads/ico/2016-04-07/5706122586809.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.107639,30.646584,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分14秒,杨镰齐,
,,,,双华苑,,禁用,电子屏,新潮,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双华苑,,开启,门贴,成都众燚,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
