城市,楼盘编号,传不3.0更名 -- 名称,楼盘名称,商户楼盘名称,社区类型,状态,媒体类型,经营商户,电梯数,单元数,楼栋数,楼盘地址,禁忌行业,单价,电梯总数,单元总数,楼栋总数,促销价格,是否活动,媒体类型占比,区县,方位,区位,社区居住规模,入住时间,租金,物业费,现售均价,缩略图,大门图片,单元图片,电梯图片,经度,纬度,状态,资源录入时间,资源录入人员,操作时间,操作人员,楼盘备注
成都,4282,双景秀庭,双景秀庭,双景秀庭,普通住宅,开启,电梯框架,框框广告,4,2,1,晋平街37号,,99,4,2,1,0,0,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",武侯区,东方,,1307,2008,30,1.2,16000,./Uploads/thumb/2017-03-10/58c2476a65ed2.jpg,./Uploads/ico/2017-03-10/58c2476a65ed2.JPG,./Uploads/ico/2017-03-10/58c2476a6610c.jpg,./Uploads/ico/2018-02-26/5a93d19d99aab.jpg,104.00489,30.650414,开启,1970年01月01日 08点00分00秒,yanglianqi,2018年02月26日 17点21分35秒,杨镰齐,
,,,,双景秀庭,,禁用,电子屏,新潮,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双景秀庭,,开启,门贴,中广众易,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双景秀庭,,开启,门贴,成都众燚,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5941,双林茗居,双林茗居,双林茗居,商住楼,开启,电梯框架,飞廉传媒,21,10,5,犀浦犀团路1399号,,99,21,10,5,0,0,"a:1:{s:7:""media_1"";d:100;}",郫都区,,,970,2011,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,103.963506,30.784661,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,6396,双流弗客城,双流弗客城,双流弗客城,高级住宅,开启,电梯框架,分众传媒,10,5,3,临港路五段66号,,199,10,5,3,0,2,"a:1:{s:7:""media_1"";d:100;}",双流区,,,1040,1998,0,0,14020,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.995646,30.570309,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,6397,双流时代锦城一期,双流时代锦城一期,双流时代锦城一期,高级住宅,开启,电梯框架,分众传媒,14,7,3,藏卫路南二段699号,,199,14,7,3,0,2,"a:1:{s:7:""media_1"";d:100;}",双流区,,,1050,1998,0,0,14170,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.917836,30.556406,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,104,双明宾馆,双明宾馆,,商业中心,,,,,,,解放北路二段8号,,99,0,0,0,0,0,a:0:{},金牛区,北门,一环内,1167,2000,35,1.6,21000,./Uploads/thumb/2016-03-07/56dcf3d47d4b8.jpg,./Uploads/ico/2016-03-07/56dcf3d47d4b8.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.080177,30.678359,禁用,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分18秒,杨镰齐,
成都,1055,双楠.吉家,双楠.吉家,双楠.吉家,普通住宅,开启,电梯框架,分众传媒,5,4,1,红牌楼一街219号,,199,5,4,1,0,2,"a:2:{s:7:""media_1"";d:71;s:7:""media_3"";d:29;}",武侯区,东方,,426,2009,32,1.3,19360,./Uploads/ico/2018-04-10/m_5acc675bf04ef.jpg,./Uploads/ico/2018-04-10/5acc675bf04ef.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.022052,30.635203,开启,2016年04月26日 11点47分17秒,yanglianqi,2018年04月10日 15点27分26秒,杨镰齐,
,,,,双楠吉家,,开启,门贴,中广众易,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3549,双楠风景,双楠风景,双楠风景,普通住宅,开启,电梯框架,精视传媒,1,1,1,双丰西路22号,,99,1,1,1,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",武侯区,西门,二环至三环,402,2008,32,0.6,19400,./Uploads/thumb/2016-03-05/56da6ba282b80.jpg,./Uploads/ico/2016-03-05/56da6ba282b80.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.013501,30.639503,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点43分58秒,杨镰齐,
,,,,双楠风景,,禁用,电子屏,博景传媒,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双楠风景,,开启,门贴,盛世华腾,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,867,双楠府邸,双楠府邸,双楠府邸,普通住宅,开启,电梯框架,经典视线,8,8,1,碧云路3号,,99,8,8,1,0,0,"a:1:{s:7:""media_1"";d:100;}",武侯区,南门,一环至二环,1320,2002,33,1.2,19800,./Uploads/thumb/2016-04-26/571f08866340f.jpg,./Uploads/ico/2016-04-26/571f08866340f.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.032468,30.638476,开启,2016年04月26日 11点27分00秒,yanglianqi,2017年12月20日 14点43分26秒,杨镰齐,
成都,4589,双楠港汇广场,双楠港汇广场,双楠港汇广场,商住楼,禁用,电梯框架,四川城市纵横传播有限公司,6,3,2,武阳大道二段261号,,99,8,4,2,0,0,"a:1:{s:7:""media_3"";d:100;}",武侯区,南门,二环至三环,600,2015,30,4,19800,./Uploads/ico/2017-05-09/m_59117375dc7b4.png,./Uploads/ico/2017-05-09/59117375dc7b4.png,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.017747,30.629532,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分16秒,杨镰齐,
,,,,双楠港汇,,禁用,电子屏,新潮,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双楠港汇广场,,开启,门贴,中广众易,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4591,双楠格调,双楠格调,双楠格调,商住楼,开启,电梯框架,分众传媒,7,3,2,晋吉南路59号,,199,7,7,4,0,2,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",武侯区,西门,二环至三环,1222,2012,50,2,16400,./Uploads/thumb/2016-11-17/582d79d69a32e.jpg,./Uploads/ico/2016-11-17/582d79d69a32e.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.00941,30.636606,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分16秒,杨镰齐,
,,,,正成双楠格调,,禁用,电子屏,新潮,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,正成双楠格调,,开启,门贴,中广众易,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3845,双楠花园,双楠花园,双楠花园,普通住宅,开启,电梯框架,精视传媒,2,3,2,广福路5号,,99,2,28,6,0,0,"a:2:{s:7:""media_1"";d:7;s:7:""media_5"";d:93;}",青羊区,北门,三环外,506,2003,31,0.5,16560,./Uploads/thumb/2016-03-05/56da9669dd2cc.jpg,./Uploads/ico/2016-03-05/56da9669dd2cc.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.031917,30.642633,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分04秒,杨镰齐,
,,,,双楠花园,,开启,等候区框架,厅阅传媒,0,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5049,双楠花园高层,双楠花园高层,双楠花园,高级住宅,禁用,电梯框架,精视传媒,2,3,2,广福路5号,,99,0,0,0,0,0,a:0:{},武侯区,南门,二环至三环,495,2002,32,0.5,21560,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2017-03-09/58c0f1458903f.JPG,./Uploads/ico/2017-03-23/58d367656bc89.jpg,./Uploads/ico/2017-03-23/58d367656bf6d.jpg,104.031863,30.641693,禁用,2017年06月07日 15点01分56秒,yanglianqi,2017年12月20日 14点44分25秒,杨镰齐,
成都,676,双楠华苑,双楠华苑,双楠华苑,商住楼,禁用,电梯框架,精视传媒,1,1,1,双楠路279号,,99,0,19,10,0,0,"a:1:{s:7:""media_5"";d:100;}",武侯区,南门,二环至三环,1173,2002,33,1.8,22000,./Uploads/thumb/2017-03-09/58c0f1a825398.jpg,./Uploads/ico/2017-10-26/59f179938fe98.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.026423,30.643113,开启,2016年03月04日 16点58分06秒,杨镰齐,2017年12月20日 14点43分24秒,杨镰齐,
,,,,双楠华苑,,开启,等候区框架,厅阅传媒,0,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,1057,双楠回归线,双楠回归线,双楠回归线,普通住宅,开启,电梯框架,分众传媒,6,6,2,武候大道双楠段36号,,199,6,6,2,0,2,"a:1:{s:7:""media_1"";d:100;}",武侯区,东方,,712,2002,30,1,18000,./Uploads/ico/2018-04-10/m_5acc676b4eb60.jpg,./Uploads/ico/2018-04-10/5acc676b4eb60.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.018979,30.638186,开启,2016年04月26日 11点47分17秒,yanglianqi,2018年04月10日 15点27分40秒,杨镰齐,
成都,5587,双楠吉家,双楠吉家,双楠吉家,高级住宅,开启,门贴,中广众易,3,4,1,红牌楼一街219号,,99,5,5,1,0,0,"a:1:{s:7:""media_3"";d:100;}",武侯区,东方,,170,2009,0,0,17320,./Uploads/ico/2018-05-18/m_5afe9eea5134d.jpg,./Uploads/ico/2018-05-18/5afe9eea5134d.jpg,,./Uploads/ico/2018-05-18/5afe9eed6e4f1.jpg,104.022052,30.635203,开启,1970年01月01日 08点00分00秒,,2018年05月18日 17点37分54秒,杨镰齐,
,,,,双楠吉家,,开启,门贴,成都众燚,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,1058,双楠家园,双楠家园,双楠家园,高级住宅,开启,电梯框架,分众传媒,2,1,1,惠民路109号,,199,4,2,1,0,2,"a:2:{s:7:""media_1"";d:14;s:7:""media_3"";d:86;}",武侯区,东方,,828,2005,37,1.2,22000,./Uploads/ico/2018-04-10/m_5acc6779e3ebd.jpg,./Uploads/ico/2018-04-10/5acc6779e3ebd.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.0312,30.643718,开启,2016年04月26日 11点47分17秒,yanglianqi,2018年04月10日 15点27分54秒,杨镰齐,
,,,,双楠家园,,开启,门贴,中广众易,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双楠家园,,开启,门贴,盛世华腾,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双楠家园,,开启,门贴,成都众燚,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4164,双楠美邻,双楠美邻,双楠美邻,商住楼,开启,电梯框架,分众传媒,3,3,1,逸都路1号,,199,3,3,1,0,2,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",武侯区,西门,二环至三环,900,2005,30,1,20000,./Uploads/thumb/2016-04-26/571f1413393ad.jpg,./Uploads/ico/2016-04-26/571f1413393ad.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.020772,30.644479,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分09秒,杨镰齐,
,,,,双楠美邻,,禁用,电子屏,新潮,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双楠美邻,,开启,门贴,中广众易,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3846,双楠名城二期,双楠名城B区,双楠名城B区,普通住宅,开启,门贴,盛世华腾,9,9,2,永盛东街3号,,99,9,9,2,0,0,"a:1:{s:7:""media_3"";d:100;}",武侯区,南门,一环至二环,472,2004,29,0.8,18920,./Uploads/thumb/2016-11-08/58219f570ed10.jpg,./Uploads/ico/2016-11-08/58219f570ed10.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.02218,30.639405,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分04秒,杨镰齐,
成都,1061,双楠名城二期,双楠名城二期,双楠名城二期,高级住宅,开启,电梯框架,分众传媒,4,4,1,永盛东街3号,,199,4,4,1,0,2,"a:1:{s:7:""media_1"";d:100;}",武侯区,东方,,500,2007,37,0.8,22000,./Uploads/ico/2018-04-10/m_5acc64a9b7d5f.jpg,./Uploads/ico/2018-04-10/5acc64a9b7d5f.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.02387,30.639641,开启,2016年04月26日 11点47分17秒,yanglianqi,2018年04月10日 15点15分55秒,杨镰齐,
成都,1060,双楠名城一期,双楠名城一期,双楠名城一期,高级住宅,开启,电梯框架,分众传媒,5,5,1,永盛南街3号,,199,5,5,1,0,2,"a:1:{s:7:""media_1"";d:100;}",武侯区,东方,,1500,2005,37,0.8,22000,./Uploads/ico/2018-02-26/m_5a93ccbd36b06.jpg,./Uploads/ico/2018-02-26/5a93ccbd36b06.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.024117,30.638768,开启,2016年04月26日 11点47分17秒,yanglianqi,2018年02月26日 17点08分53秒,杨镰齐,
成都,3699,双楠偶遇,双楠偶遇,双楠偶遇,商住楼,开启,电梯框架,精视传媒,3,2,1,晋吉南路137号,,99,3,2,1,0,0,"a:1:{s:7:""media_1"";d:100;}",武侯区,西门,二环至三环,900,2012,33,1.7,20000,./Uploads/thumb/2016-03-05/56da6b1e10e6c.jpg,./Uploads/ico/2016-03-05/56da6b1e10e6c.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.027153,30.64575,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分01秒,杨镰齐,
,,,,双楠·偶寓,,禁用,电子屏,每多力,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4750,双楠融域,双楠融域,,高级住宅,,,,,,,栖霞路1号,,99,0,18,5,0,0,"a:1:{s:7:""media_1"";d:100;}",武侯区,西门,二环至三环,356,2007,40,1.2,24200,./Uploads/thumb/2017-03-09/58c0fa3702a4e.jpg,./Uploads/ico/2017-03-09/58c0fa3702a4e.jpg,./Uploads/ico/2017-03-10/58c27e6fc78b2.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.017831,30.641722,开启,2017年01月12日 17点32分10秒,yanglianqi,2017年12月20日 14点44分18秒,杨镰齐,多层住宅小区
成都,59,双楠锐派,双楠锐派,双楠锐派,普通住宅,开启,电梯框架,四川城市纵横传播有限公司,8,4,2,晋吉南路66号,,99,8,4,2,0,0,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",武侯区,西门,二环至三环,667,2010,28,1.8,17000,./Uploads/thumb/2016-03-07/56dce7eecfebd.jpg,./Uploads/ico/2016-03-07/56dce7eecfebd.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.007172,30.639898,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分17秒,杨镰齐,
,,,,双楠锐派,,开启,门贴,中广众易,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双楠锐派,,开启,门贴,成都众燚,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5234,双楠水岸,双楠水岸,双楠水岸,高级住宅,开启,电梯框架,精视传媒,2,2,1,广福桥北街2号,,99,2,2,1,0,0,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",武侯区,南门,二环至三环,500,2003,33,1.8,22000,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2017-10-26/59f18054e5055.JPG,./Uploads/ico/2017-03-10/58c25ce23d618.jpg,./Uploads/ico/2017-03-10/58c25ce23d754.jpg,104.035213,30.639865,开启,2017年10月26日 13点40分53秒,杨镰齐,2017年12月20日 14点44分28秒,杨镰齐,
,,,,双楠水岸,,开启,门贴,盛世华腾,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双楠水岸,,开启,门贴,成都众燚,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,1062,双楠所有阳光,双楠所有阳光,双楠所有阳光,普通住宅,开启,电梯框架,分众传媒,13,12,4,二环路西一段59,,199,13,12,4,0,2,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",武侯区,东方,,420,2004,32,1.2,19000,./Uploads/ico/2018-04-10/m_5acc678f13953.jpg,./Uploads/ico/2018-04-10/5acc678f13953.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.021164,30.650892,开启,2016年04月26日 11点47分17秒,yanglianqi,2018年04月10日 15点28分17秒,杨镰齐,
,,,,双楠所有阳光,,开启,门贴,中广众易,13,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双楠所有阳光,,开启,门贴,正合门道,13,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4090,双楠忆景,双楠忆景,双楠忆景,普通住宅,开启,电梯框架,框框广告,33,33,9,太平园东三街16号,,99,33,33,9,0,0,"a:1:{s:7:""media_1"";d:100;}",武侯区,南门,二环至三环,854,2008,31,1.4,20240,./Uploads/ico/2017-05-11/m_591406c415943.jpg,./Uploads/ico/2017-05-11/591406c415943.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.01446,30.631806,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分08秒,杨镰齐,
,,,,双楠忆景,,禁用,电子屏,每多力,33,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,1063,双楠映象,双楠映象,双楠映象,普通住宅,开启,电梯框架,分众传媒,18,18,1,武侯大道双楠段128号,,199,18,18,1,0,2,"a:1:{s:7:""media_1"";d:100;}",武侯区,东方,,250,2008,50,1.3,16000,./Uploads/ico/2018-04-10/m_5acc64cd2acd3.jpg,./Uploads/ico/2018-04-10/5acc64cd2acd3.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.008394,30.632074,开启,2016年04月26日 11点47分17秒,yanglianqi,2018年04月10日 15点16分31秒,杨镰齐,
成都,3517,双楠尊邸,双楠尊邸,双楠尊邸,普通住宅,开启,电梯框架,分众传媒,7,4,1,广福桥正街2号,,199,7,4,1,0,2,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",武侯区,西门,一环至二环,272,2007,34,1.2,20600,./Uploads/thumb/2017-03-23/58d38092d595b.jpg,./Uploads/ico/2017-03-23/58d38092d595b.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.036552,30.642229,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点43分58秒,杨镰齐,
,,,,双楠尊邸,,禁用,电子屏,博景传媒,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双楠尊邸,,开启,门贴,中广众易,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,6305,双铁广场,双铁广场,双铁广场,高级住宅,开启,电梯框架,分众传媒,9,4,4,犀浦镇双铁路112号,,199,9,4,4,0,2,"a:1:{s:7:""media_1"";d:100;}",郫都区,,,1353,2004,0,0,15834,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.977202,30.75849,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,4410,双玺,双玺,双玺,商住楼,开启,电梯框架,框框广告,34,17,8,内光华贝森216号,,99,34,17,8,0,0,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",青羊区,西门,二环至三环,1268,2012,30,1.5,22000,./Uploads/thumb/2016-06-29/577345c650cd1.jpg,./Uploads/ico/2016-06-29/577345c650cd1.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.996449,30.671201,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分14秒,杨镰齐,
,,,,双玺,,禁用,电子屏,新潮,34,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双玺,,开启,门贴,中广众易,34,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,双玺,,开启,门贴,成都众燚,34,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5541,双玺,双玺小区,双玺小区,高级住宅,开启,门贴,成都众燚,15,17,8,贝森路216号,,99,15,17,8,0,0,"a:1:{s:7:""media_3"";d:100;}",青羊区,东方,,500,2011,0,0,22002,./Uploads/ico/2018-05-18/m_5afea1a0bdbb2.jpg,./Uploads/ico/2018-05-18/5afea1a0bdbb2.jpg,,./Uploads/ico/2018-05-18/5afea1a39a6f0.jpg,103.996449,30.671201,开启,1970年01月01日 08点00分00秒,,2018年05月18日 17点49分27秒,杨镰齐,
成都,5821,双樱阁,双樱阁,双樱阁,普通住宅,开启,电梯框架,飞廉传媒,6,3,2,航空港泰山路28号,,99,6,3,2,0,0,"a:1:{s:7:""media_1"";d:100;}",双流区,,,360,2012,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,103.998643,30.567555,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,3896,水岸东里二期,水岸东里二期,水岸东里二期,普通住宅,禁用,电梯框架,经典视线,21,114,9,东浦路3号,,99,21,13,9,0,0,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",成华区,东门,二环至三环,784,2010,28,1.5,17850,./Uploads/ico/2017-05-24/m_5924f6d339690.jpg,./Uploads/ico/2017-05-24/5924f6d339690.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.128723,30.651705,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分05秒,杨镰齐,
,,,,水岸东里二期,,开启,门贴,中广众易,21,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,水岸东里二期,,开启,电梯框架,四川城市纵横传播有限公司,21,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,水岸东里二期,,开启,门贴,成都众燚,21,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3665,水岸华庭,水岸华庭,水岸华庭,普通住宅,开启,电梯框架,分众传媒,16,8,8,五桂桥北路8号,,199,16,8,8,0,2,"a:1:{s:7:""media_1"";d:100;}",成华区,东门,二环至三环,1176,2009,32,1.5,20160,./Uploads/thumb/2016-11-08/582185429ecbd.jpg,./Uploads/ico/2016-11-08/582185429ecbd.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.12549,30.644655,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分01秒,杨镰齐,
,,,,水岸华庭,,禁用,电子屏,博景传媒,16,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4487,水岸丽舍,水岸丽舍,水岸丽舍,高级住宅,开启,电梯框架,框框广告,3,1,1,大安东路3号,,99,3,1,1,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",青羊区,北门,一环内,653,2005,30,1.2,25200,./Uploads/thumb/2016-03-05/56da9637575be.jpg,./Uploads/ico/2016-03-05/56da9637575be.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.08872,30.669329,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分15秒,杨镰齐,
,,,,水岸丽舍,,禁用,电子屏,新潮,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,水岸丽舍,,开启,门贴,盛世华腾,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4399,水岸雅居,水岸雅居,水岸雅居（成都）,普通住宅,开启,电梯框架,分众传媒,6,3,1,羊子山路1号,,199,6,3,2,0,2,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",成华区,北门,二环至三环,277,2005,50,1.2,14040,./Uploads/ico/2017-05-10/m_5912d60b19c3f.jpg,./Uploads/ico/2017-05-10/5912d60b19c3f.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.093267,30.701763,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分14秒,杨镰齐,
,,,,水岸雅居,,禁用,电子屏,新潮,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,水岸雅居,,开启,门贴,盛世华腾,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,水岸雅居,,开启,门贴,成都众燚,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,6069,水岸雅居,水岸雅居（成都）,水岸雅居（成都）,高级住宅,开启,电梯框架,分众传媒,6,3,1,羊子山路1号,,199,6,3,1,0,2,"a:1:{s:7:""media_1"";d:100;}",成华区,,,750,2001,0,0,16534,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.093279,30.701761,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
